shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalImagingVariables2.SecondSpinBlowOutPulseMagneticField,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampDelayTime,GlobalMotVariables2.MotExtAmplitudeCompressed,LocalVariables.ScanID5,GlobalImagingVariables2.SpinBlowOutPulseDetuning,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.DMDModulationFrequency,GlobalImagingVariables2.FourthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.DMDModulationAmplitude,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalImagingVariables2.SpinBlowNorthwestPower,GlobalLatticeVariables2.LatticeFreezeVerticalPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.UnloadLatticeXPower,GlobalLatticeVariables2.IsRoundTripReloading,LocalVariables.ShotTypeID,GlobalLatticeVariables2.ReloadLatticeRampTime,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.LatticeFreezePhysicsNorthwestPower,GlobalLatticeVariables2.Dmd1PatternFilename,GlobalLatticeVariables2.NematicLatticeModulationFrequency,LocalVariables.ScanID4,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.ImagingLatticeFreezeTime,GlobalLatticeVariables2.NematicLatticeModulationPreHoldTime,GlobalImagingVariables2.SecondSpinBlowOutPulseThreeHalvesExtAmplitude,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.DMDModulationTime,GlobalLatticeVariables2.LatticeFreezeNorthwestPower,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.DMDModulationOffset,GlobalLatticeVariables2.CleanupBandInsulatorWaitTime,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,LocalVariables.XbarFrequency,GlobalLatticeVariables2.isImageExpandedCheckerboard,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionInitialPower,GlobalLatticeVariables2.NematicLatticeModulationXbarPhase,GlobalImagingVariables2.ThirdSpinBlowOutPulseDetuning,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.NematicLatticeModulationPostHoldTime,GlobalLatticeVariables2.NematicLatticeModulationTime,GlobalLatticeVariables2.LoadingGradientRadialLoadingField,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.LoadingGradientNorthwestInitialPower,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.IsDMDLatticeModulation,GlobalLatticeVariables2.IsImageBIFormation,GlobalLatticeVariables2.UnloadLatticeRampTime,LocalVariables.DMDID,GlobalLatticeVariables2.IsNematicLatticeModulation,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.Dmd1ModPattern,GlobalImagingVariables2.SpinBlowOutPulsePulseWidth,GlobalScienceChamberEvaporationVariables2.AccordionCompressionDimplePower,LocalVariables.DMDID2,GlobalImagingVariables2.SecondSpinBlowOutPulsePulseWidth,GlobalImagingVariables2.SecondSpinBlowOutPulseOneHalfExtAmplitude,GlobalMotVariables2.MotRepumpExtAmplitudeCompressed,GlobalLatticeVariables2.SecondDMD1RampTime,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning,GlobalLatticeVariables2.DMDModulationPreHoldTime,GlobalMotVariables2.MotDetuningCompressed,GlobalLatticeVariables2.UnloadLatticeYPower,GlobalLatticeVariables2.ThirdDMD1RampPower,LocalVariables.ScanID3,LocalVariables.ScanID2,GlobalLatticeVariables2.PhysicsSplitFieldRampDelayTime,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampWaitTime,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionFinalPower,GlobalImagingVariables2.FifthSpinBlowOutPulseDetuning
455,455,2025/10/19 23:07:10,590.0,0.03,b'251016_dmd0_iterative_compensation_pinning_8p.pkl',0.005,610.0,-1.4999999999999999e-05,0.78,0.0,606800000.0,2.9999999999999997e-05,0.975,0.018000000000000002,0,200.0,1010900000.0,0.0,0.032,1.5,0.0,93.0,100000.0,0.00025,0,95.0,0.1,0.1,0.035,1.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',200.0,0.0,0.04,0.02,0.0,0.0,10.0,0.03,1.3,0.2,0.0,0.03,0.3,773000000.0,0,0.174746,2.5,0.0,1088300000.0,0.03,0.0,0.03,550.0,0.0225,1.0,0.05,0.0225,0,0,0.01,0.0,0,0.0225,0.014,0.0,9.999999999999999e-06,0.3,0.0,9.999999999999999e-06,0.7,0.48,0.02,766000000.0,0.0,-6000000.0,0.007,0.0035,0.0,0.875,0.0,83506780.0,0.0,0.0,0.1634945,0.01125,1.0,620000000.0
456,456,2025/10/19 23:07:26,590.0,0.03,b'251016_dmd0_iterative_compensation_pinning_10n.pkl',0.005,500.0,-1.4999999999999999e-05,0.78,0.0,450000000.0,2.9999999999999997e-05,0.975,0.018000000000000002,0,200.0,854000000.0,0.0,0.032,1.5,0.0,93.0,100000.0,0.00025,0,96.0,0.1,0.1,0.035,1.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',200.0,0.0,0.001,0.02,0.0,0.0,10.0,0.03,1.3,0.2,0.0,0.03,0.3,773000000.0,0,0.174746,2.5,0.0,932600000.0,0.03,0.0,0.03,550.0,0.0225,0.0,0.05,0.0225,0,0,0.01,0.0,0,0.0225,0.014,0.0,4.9999999999999996e-06,0.3,0.0,9.999999999999999e-06,0.0,0.48,0.02,300000000.0,0.0,-6000000.0,0.007,0.0035,0.0,0.875,0.0,228200000.0,0.0,0.0,0.1634945,0.01125,1.0,620000000.0
457,457,2025/10/19 23:07:43,590.0,0.03,b'251016_dmd0_iterative_compensation_pinning_10n.pkl',0.005,610.0,-1.4999999999999999e-05,0.78,0.0,606800000.0,2.9999999999999997e-05,0.975,0.018000000000000002,0,200.0,1010900000.0,0.0,0.032,1.5,0.0,93.0,100000.0,0.00025,0,97.0,0.1,0.1,0.035,1.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',200.0,0.0,0.04,0.02,0.0,0.0,10.0,0.03,1.3,0.2,0.0,0.03,0.3,773000000.0,0,0.174746,2.5,0.0,1088300000.0,0.03,0.0,0.03,550.0,0.0225,1.0,0.05,0.0225,0,0,0.01,0.0,0,0.0225,0.014,0.0,9.999999999999999e-06,0.3,0.0,9.999999999999999e-06,0.7,0.48,0.02,766000000.0,0.0,-6000000.0,0.007,0.0035,0.0,0.875,0.0,83506780.0,0.0,0.0,0.1634945,0.01125,1.0,620000000.0
458,458,2025/10/19 23:07:59,590.0,0.03,b'251016_dmd0_iterative_compensation_pinning_10p.pkl',0.005,500.0,-1.4999999999999999e-05,0.78,0.0,450000000.0,2.9999999999999997e-05,0.975,0.018000000000000002,0,200.0,854000000.0,0.0,0.032,1.5,0.0,93.0,100000.0,0.00025,0,98.0,0.1,0.1,0.035,1.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',200.0,0.0,0.001,0.02,0.0,0.0,10.0,0.03,1.3,0.2,0.0,0.03,0.3,773000000.0,0,0.174746,2.5,0.0,932600000.0,0.03,0.0,0.03,550.0,0.0225,0.0,0.05,0.0225,0,0,0.01,0.0,0,0.0225,0.014,0.0,4.9999999999999996e-06,0.3,0.0,9.999999999999999e-06,0.0,0.48,0.02,300000000.0,0.0,-6000000.0,0.007,0.0035,0.0,0.875,0.0,228200000.0,0.0,0.0,0.1634945,0.01125,1.0,620000000.0
459,459,2025/10/19 23:08:16,590.0,0.03,b'251016_dmd0_iterative_compensation_pinning_10p.pkl',0.005,610.0,-1.4999999999999999e-05,0.78,0.0,606800000.0,2.9999999999999997e-05,0.975,0.018000000000000002,0,200.0,1010900000.0,0.0,0.032,1.5,0.0,93.0,100000.0,0.00025,0,99.0,0.1,0.1,0.035,1.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',200.0,0.0,0.04,0.02,0.0,0.0,10.0,0.03,1.3,0.2,0.0,0.03,0.3,773000000.0,0,0.174746,2.5,0.0,1088300000.0,0.03,0.0,0.03,550.0,0.0225,1.0,0.05,0.0225,0,0,0.01,0.0,0,0.0225,0.014,0.0,9.999999999999999e-06,0.3,0.0,9.999999999999999e-06,0.7,0.48,0.02,766000000.0,0.0,-6000000.0,0.007,0.0035,0.0,0.875,0.0,83506780.0,0.0,0.0,0.1634945,0.01125,1.0,620000000.0
460,460,2025/10/19 23:08:32,590.0,0.03,b'251016_dmd0_iterative_compensation_pinning_12n.pkl',0.005,500.0,-1.4999999999999999e-05,0.78,0.0,450000000.0,2.9999999999999997e-05,0.975,0.018000000000000002,0,200.0,854000000.0,0.0,0.032,1.5,0.0,93.0,100000.0,0.00025,0,100.0,0.1,0.1,0.035,1.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',200.0,0.0,0.001,0.02,0.0,0.0,10.0,0.03,1.3,0.2,0.0,0.03,0.3,773000000.0,0,0.174746,2.5,0.0,932600000.0,0.03,0.0,0.03,550.0,0.0225,0.0,0.05,0.0225,0,0,0.01,0.0,0,0.0225,0.014,0.0,4.9999999999999996e-06,0.3,0.0,9.999999999999999e-06,0.0,0.48,0.02,300000000.0,0.0,-6000000.0,0.007,0.0035,0.0,0.875,0.0,228200000.0,0.0,0.0,0.1634945,0.01125,1.0,620000000.0
461,461,2025/10/19 23:08:48,590.0,0.03,b'251016_dmd0_iterative_compensation_pinning_12n.pkl',0.005,610.0,-1.4999999999999999e-05,0.78,0.0,606800000.0,2.9999999999999997e-05,0.975,0.018000000000000002,0,200.0,1010900000.0,0.0,0.032,1.5,0.0,93.0,100000.0,0.00025,0,101.0,0.1,0.1,0.035,1.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',200.0,0.0,0.04,0.02,0.0,0.0,10.0,0.03,1.3,0.2,0.0,0.03,0.3,773000000.0,0,0.174746,2.5,0.0,1088300000.0,0.03,0.0,0.03,550.0,0.0225,1.0,0.05,0.0225,0,0,0.01,0.0,0,0.0225,0.014,0.0,9.999999999999999e-06,0.3,0.0,9.999999999999999e-06,0.7,0.48,0.02,766000000.0,0.0,-6000000.0,0.007,0.0035,0.0,0.875,0.0,83506780.0,0.0,0.0,0.1634945,0.01125,1.0,620000000.0
462,462,2025/10/19 23:09:05,590.0,0.03,b'251016_dmd0_iterative_compensation_pinning_12p.pkl',0.005,500.0,-1.4999999999999999e-05,0.78,0.0,450000000.0,2.9999999999999997e-05,0.975,0.018000000000000002,0,200.0,854000000.0,0.0,0.032,1.5,0.0,93.0,100000.0,0.00025,0,102.0,0.1,0.1,0.035,1.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',200.0,0.0,0.001,0.02,0.0,0.0,10.0,0.03,1.3,0.2,0.0,0.03,0.3,773000000.0,0,0.174746,2.5,0.0,932600000.0,0.03,0.0,0.03,550.0,0.0225,0.0,0.05,0.0225,0,0,0.01,0.0,0,0.0225,0.014,0.0,4.9999999999999996e-06,0.3,0.0,9.999999999999999e-06,0.0,0.48,0.02,300000000.0,0.0,-6000000.0,0.007,0.0035,0.0,0.875,0.0,228200000.0,0.0,0.0,0.1634945,0.01125,1.0,620000000.0
463,463,2025/10/19 23:09:21,590.0,0.03,b'251016_dmd0_iterative_compensation_pinning_12p.pkl',0.005,610.0,-1.4999999999999999e-05,0.78,0.0,606800000.0,2.9999999999999997e-05,0.975,0.018000000000000002,0,200.0,1010900000.0,0.0,0.032,1.5,0.0,93.0,100000.0,0.00025,0,103.0,0.1,0.1,0.035,1.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',200.0,0.0,0.04,0.02,0.0,0.0,10.0,0.03,1.3,0.2,0.0,0.03,0.3,773000000.0,0,0.174746,2.5,0.0,1088300000.0,0.03,0.0,0.03,550.0,0.0225,1.0,0.05,0.0225,0,0,0.01,0.0,0,0.0225,0.014,0.0,9.999999999999999e-06,0.3,0.0,9.999999999999999e-06,0.7,0.48,0.02,766000000.0,0.0,-6000000.0,0.007,0.0035,0.0,0.875,0.0,83506780.0,0.0,0.0,0.1634945,0.01125,1.0,620000000.0
464,464,2025/10/19 23:09:38,590.0,0.03,b'251016_dmd0_iterative_compensation_pinning_16n.pkl',0.005,500.0,-1.4999999999999999e-05,0.78,0.0,450000000.0,2.9999999999999997e-05,0.975,0.018000000000000002,0,200.0,854000000.0,0.0,0.032,1.5,0.0,93.0,100000.0,0.00025,0,104.0,0.1,0.1,0.035,1.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',200.0,0.0,0.001,0.02,0.0,0.0,10.0,0.03,1.3,0.2,0.0,0.03,0.3,773000000.0,0,0.174746,2.5,0.0,932600000.0,0.03,0.0,0.03,550.0,0.0225,0.0,0.05,0.0225,0,0,0.01,0.0,0,0.0225,0.014,0.0,4.9999999999999996e-06,0.3,0.0,9.999999999999999e-06,0.0,0.48,0.02,300000000.0,0.0,-6000000.0,0.007,0.0035,0.0,0.875,0.0,228200000.0,0.0,0.0,0.1634945,0.01125,1.0,620000000.0
465,465,2025/10/19 23:09:54,590.0,0.03,b'251016_dmd0_iterative_compensation_pinning_16n.pkl',0.005,610.0,-1.4999999999999999e-05,0.78,0.0,606800000.0,2.9999999999999997e-05,0.975,0.018000000000000002,0,200.0,1010900000.0,0.0,0.032,1.5,0.0,93.0,100000.0,0.00025,0,105.0,0.1,0.1,0.035,1.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',200.0,0.0,0.04,0.02,0.0,0.0,10.0,0.03,1.3,0.2,0.0,0.03,0.3,773000000.0,0,0.174746,2.5,0.0,1088300000.0,0.03,0.0,0.03,550.0,0.0225,1.0,0.05,0.0225,0,0,0.01,0.0,0,0.0225,0.014,0.0,9.999999999999999e-06,0.3,0.0,9.999999999999999e-06,0.7,0.48,0.02,766000000.0,0.0,-6000000.0,0.007,0.0035,0.0,0.875,0.0,83506780.0,0.0,0.0,0.1634945,0.01125,1.0,620000000.0
466,466,2025/10/19 23:10:11,590.0,0.03,b'251016_dmd0_iterative_compensation_pinning_16p.pkl',0.005,500.0,-1.4999999999999999e-05,0.78,0.0,450000000.0,2.9999999999999997e-05,0.975,0.018000000000000002,0,200.0,854000000.0,0.0,0.032,1.5,0.0,93.0,100000.0,0.00025,0,106.0,0.1,0.1,0.035,1.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',200.0,0.0,0.001,0.02,0.0,0.0,10.0,0.03,1.3,0.2,0.0,0.03,0.3,773000000.0,0,0.174746,2.5,0.0,932600000.0,0.03,0.0,0.03,550.0,0.0225,0.0,0.05,0.0225,0,0,0.01,0.0,0,0.0225,0.014,0.0,4.9999999999999996e-06,0.3,0.0,9.999999999999999e-06,0.0,0.48,0.02,300000000.0,0.0,-6000000.0,0.007,0.0035,0.0,0.875,0.0,228200000.0,0.0,0.0,0.1634945,0.01125,1.0,620000000.0
467,467,2025/10/19 23:10:27,590.0,0.03,b'251016_dmd0_iterative_compensation_pinning_16p.pkl',0.005,610.0,-1.4999999999999999e-05,0.78,0.0,606800000.0,2.9999999999999997e-05,0.975,0.018000000000000002,0,200.0,1010900000.0,0.0,0.032,1.5,0.0,93.0,100000.0,0.00025,0,107.0,0.1,0.1,0.035,1.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',200.0,0.0,0.04,0.02,0.0,0.0,10.0,0.03,1.3,0.2,0.0,0.03,0.3,773000000.0,0,0.174746,2.5,0.0,1088300000.0,0.03,0.0,0.03,550.0,0.0225,1.0,0.05,0.0225,0,0,0.01,0.0,0,0.0225,0.014,0.0,9.999999999999999e-06,0.3,0.0,9.999999999999999e-06,0.7,0.48,0.02,766000000.0,0.0,-6000000.0,0.007,0.0035,0.0,0.875,0.0,83506780.0,0.0,0.0,0.1634945,0.01125,1.0,620000000.0
468,468,2025/10/19 23:10:44,590.0,0.03,b'251016_dmd0_iterative_compensation_pinning_20n.pkl',0.005,500.0,-1.4999999999999999e-05,0.78,0.0,450000000.0,2.9999999999999997e-05,0.975,0.018000000000000002,0,200.0,854000000.0,0.0,0.032,1.5,0.0,93.0,100000.0,0.00025,0,108.0,0.1,0.1,0.035,1.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',200.0,0.0,0.001,0.02,0.0,0.0,10.0,0.03,1.3,0.2,0.0,0.03,0.3,773000000.0,0,0.174746,2.5,0.0,932600000.0,0.03,0.0,0.03,550.0,0.0225,0.0,0.05,0.0225,0,0,0.01,0.0,0,0.0225,0.014,0.0,4.9999999999999996e-06,0.3,0.0,9.999999999999999e-06,0.0,0.48,0.02,300000000.0,0.0,-6000000.0,0.007,0.0035,0.0,0.875,0.0,228200000.0,0.0,0.0,0.1634945,0.01125,1.0,620000000.0
469,469,2025/10/19 23:11:00,590.0,0.03,b'251016_dmd0_iterative_compensation_pinning_20n.pkl',0.005,610.0,-1.4999999999999999e-05,0.78,0.0,606800000.0,2.9999999999999997e-05,0.975,0.018000000000000002,0,200.0,1010900000.0,0.0,0.032,1.5,0.0,93.0,100000.0,0.00025,0,109.0,0.1,0.1,0.035,1.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',200.0,0.0,0.04,0.02,0.0,0.0,10.0,0.03,1.3,0.2,0.0,0.03,0.3,773000000.0,0,0.174746,2.5,0.0,1088300000.0,0.03,0.0,0.03,550.0,0.0225,1.0,0.05,0.0225,0,0,0.01,0.0,0,0.0225,0.014,0.0,9.999999999999999e-06,0.3,0.0,9.999999999999999e-06,0.7,0.48,0.02,766000000.0,0.0,-6000000.0,0.007,0.0035,0.0,0.875,0.0,83506780.0,0.0,0.0,0.1634945,0.01125,1.0,620000000.0
470,470,2025/10/19 23:11:16,590.0,0.03,b'251016_dmd0_iterative_compensation_pinning_20p.pkl',0.005,500.0,-1.4999999999999999e-05,0.78,0.0,450000000.0,2.9999999999999997e-05,0.975,0.018000000000000002,0,200.0,854000000.0,0.0,0.032,1.5,0.0,93.0,100000.0,0.00025,0,110.0,0.1,0.1,0.035,1.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',200.0,0.0,0.001,0.02,0.0,0.0,10.0,0.03,1.3,0.2,0.0,0.03,0.3,773000000.0,0,0.174746,2.5,0.0,932600000.0,0.03,0.0,0.03,550.0,0.0225,0.0,0.05,0.0225,0,0,0.01,0.0,0,0.0225,0.014,0.0,4.9999999999999996e-06,0.3,0.0,9.999999999999999e-06,0.0,0.48,0.02,300000000.0,0.0,-6000000.0,0.007,0.0035,0.0,0.875,0.0,228200000.0,0.0,0.0,0.1634945,0.01125,1.0,620000000.0
471,471,2025/10/19 23:11:33,590.0,0.03,b'251016_dmd0_iterative_compensation_pinning_20p.pkl',0.005,610.0,-1.4999999999999999e-05,0.78,0.0,606800000.0,2.9999999999999997e-05,0.975,0.018000000000000002,0,200.0,1010900000.0,0.0,0.032,1.5,0.0,93.0,100000.0,0.00025,0,111.0,0.1,0.1,0.035,1.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',200.0,0.0,0.04,0.02,0.0,0.0,10.0,0.03,1.3,0.2,0.0,0.03,0.3,773000000.0,0,0.174746,2.5,0.0,1088300000.0,0.03,0.0,0.03,550.0,0.0225,1.0,0.05,0.0225,0,0,0.01,0.0,0,0.0225,0.014,0.0,9.999999999999999e-06,0.3,0.0,9.999999999999999e-06,0.7,0.48,0.02,766000000.0,0.0,-6000000.0,0.007,0.0035,0.0,0.875,0.0,83506780.0,0.0,0.0,0.1634945,0.01125,1.0,620000000.0
472,472,2025/10/19 23:11:49,590.0,0.03,b'default.pkl',0.005,500.0,-1.4999999999999999e-05,0.78,0.0,450000000.0,0.0001,0.975,0.018000000000000002,0,200.0,854000000.0,0.0,0.032,1.5,0.0,93.0,100000.0,0.00025,0,112.0,0.1,0.1,0.035,1.5,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',200.0,0.0,0.001,0.02,0.0,0.0,10.0,0.03,1.3,0.2,0.0,0.03,0.0,730000000.0,0,0.174746,2.5,0.0,932600000.0,0.03,0.0,0.03,550.0,0.0225,0.0,0.05,0.0225,0,1,0.01,0.0,0,0.0225,0.014,0.0,4.9999999999999996e-06,0.3,0.0,9.999999999999999e-06,0.0,0.48,0.02,300000000.0,0.0,-6000000.0,0.007,1e-05,0.0,0.875,0.0,228200000.0,0.0,0.0,0.1634945,0.01125,1.0,620000000.0
473,473,2025/10/19 23:12:05,590.0,0.03,b'default.pkl',0.005,610.0,-1.4999999999999999e-05,0.78,0.0,606800000.0,0.0001,0.975,0.018000000000000002,0,200.0,1010900000.0,0.0,0.032,1.5,0.0,93.0,100000.0,0.00025,0,113.0,0.1,0.1,0.035,1.5,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',200.0,0.0,0.04,0.02,0.0,0.0,10.0,0.03,1.3,0.2,0.0,0.03,0.0,730000000.0,0,0.174746,2.5,0.0,1088300000.0,0.03,0.0,0.03,550.0,0.0225,1.0,0.05,0.0225,0,1,0.01,0.0,0,0.0225,0.014,0.0,9.999999999999999e-06,0.3,0.0,9.999999999999999e-06,0.7,0.48,0.02,766000000.0,0.0,-6000000.0,0.007,1e-05,0.0,0.875,0.0,83506780.0,0.0,0.0,0.1634945,0.01125,1.0,620000000.0
474,474,2025/10/19 23:12:20,590.0,0.03,b'251016_dmd0_iterative_compensation.pkl',0.005,500.0,-1.4999999999999999e-05,0.78,0.0,450000000.0,2.9999999999999997e-05,0.975,0.018000000000000002,0,200.0,854000000.0,0.0,0.032,1.5,0.0,93.0,100000.0,0.00025,0,114.0,0.1,0.1,0.035,1.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',200.0,0.0,0.001,0.02,0.0,0.0,10.0,0.03,1.3,0.2,0.0,0.03,0.3,773000000.0,0,0.174746,2.5,0.0,932600000.0,0.03,0.0,0.03,550.0,0.0225,0.0,0.05,0.0225,0,0,0.01,0.0,0,0.0225,0.014,0.0,4.9999999999999996e-06,0.3,0.0,9.999999999999999e-06,0.0,0.48,0.02,300000000.0,0.0,-6000000.0,0.007,0.0035,0.0,0.875,0.0,228200000.0,0.0,0.0,0.1634945,0.01125,1.0,620000000.0
475,475,2025/10/19 23:12:37,590.0,0.03,b'251016_dmd0_iterative_compensation.pkl',0.005,500.0,-1.4999999999999999e-05,0.78,0.0,450000000.0,2.9999999999999997e-05,0.975,0.018000000000000002,0,200.0,854000000.0,0.0,0.032,1.5,0.0,93.0,100000.0,0.00025,0,115.0,0.1,0.1,0.035,1.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',200.0,0.0,0.001,0.02,0.0,0.0,10.0,0.03,1.3,0.2,0.0,0.03,0.3,773000000.0,0,0.174746,2.5,0.0,932600000.0,0.03,0.0,0.03,550.0,0.0225,1.0,0.05,0.0225,0,0,0.01,0.0,0,0.0225,0.014,0.0,4.9999999999999996e-06,0.3,0.0,9.999999999999999e-06,0.7,0.48,0.02,450000000.0,0.0,-6000000.0,0.007,0.0035,0.0,0.875,0.0,228200000.0,0.0,0.0,0.1634945,0.01125,1.0,620000000.0
476,476,2025/10/19 23:12:53,590.0,0.03,b'251016_dmd0_iterative_compensation.pkl',0.005,500.0,-1.4999999999999999e-05,0.78,0.0,450000000.0,2.9999999999999997e-05,0.975,0.018000000000000002,0,200.0,854000000.0,0.0,0.032,1.5,0.0,93.0,100000.0,0.00025,0,116.0,0.1,0.1,0.035,1.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',200.0,0.0,0.001,0.02,0.0,0.0,10.0,0.03,1.3,0.2,0.0,0.03,0.3,773000000.0,0,0.174746,2.5,0.0,932600000.0,0.03,0.0,0.03,550.0,0.0225,2.0,0.05,0.0225,0,0,0.01,0.0,0,0.0225,0.014,0.0,4.9999999999999996e-06,0.3,0.0,9.999999999999999e-06,0.7,0.48,0.02,527000000.0,0.0,-6000000.0,0.007,0.0035,0.0,0.875,0.0,228200000.0,0.0,0.0,0.1634945,0.01125,1.0,620000000.0
477,477,2025/10/19 23:13:09,590.0,0.03,b'251016_dmd0_iterative_compensation.pkl',0.005,500.0,-1.4999999999999999e-05,0.78,0.0,450000000.0,2.9999999999999997e-05,0.975,0.018000000000000002,0,200.0,854000000.0,0.0,0.032,1.5,0.0,93.0,100000.0,0.00025,0,117.0,0.1,0.1,0.035,1.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',200.0,0.0,0.001,0.02,0.0,0.0,10.0,0.03,1.3,0.2,0.0,0.03,0.3,773000000.0,0,0.174746,2.5,0.0,932600000.0,0.03,0.0,0.03,550.0,0.0225,0.0,0.05,0.0225,0,0,0.01,0.0,0,0.0225,0.014,0.0,4.9999999999999996e-06,0.3,0.0,9.999999999999999e-06,0.0,0.48,0.02,300000000.0,0.0,-6000000.0,0.007,0.0035,0.0,0.875,0.0,228200000.0,0.0,0.0,0.1634945,0.01125,1.0,620000000.0
478,478,2025/10/19 23:13:26,590.0,0.03,b'251016_dmd0_iterative_compensation.pkl',0.005,500.0,-1.4999999999999999e-05,0.78,0.0,450000000.0,2.9999999999999997e-05,0.975,0.018000000000000002,0,200.0,854000000.0,0.0,0.032,1.5,0.0,93.0,100000.0,0.00025,0,118.0,0.1,0.1,0.035,1.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',200.0,0.0,0.001,0.02,0.0,0.0,10.0,0.03,1.3,0.2,0.0,0.03,0.3,773000000.0,0,0.174746,2.5,0.0,932600000.0,0.03,0.0,0.03,550.0,0.0225,1.0,0.05,0.0225,0,0,0.01,0.0,0,0.0225,0.014,0.0,4.9999999999999996e-06,0.3,0.0,9.999999999999999e-06,0.7,0.48,0.02,450000000.0,0.0,-6000000.0,0.007,0.0035,0.0,0.875,0.0,228200000.0,0.0,0.0,0.1634945,0.01125,1.0,620000000.0
