shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.DMDModulationTime,GlobalImagingVariables2.ThirdSpinBlowOutPulseDetuning,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampWaitTime,GlobalLatticeVariables2.NematicLatticeModulationPostHoldTime,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.PhysicsSplitFieldRampDelayTime,GlobalImagingVariables2.SpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.LatticeFreezeVerticalPower,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalImagingVariables2.SecondSpinBlowOutPulseMagneticField,GlobalImagingVariables2.FifthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.isImageExpandedCheckerboard,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalScienceChamberEvaporationVariables2.AccordionCompressionDimplePower,GlobalLatticeVariables2.DMDModulationOffset,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.IsRoundTripReloading,GlobalImagingVariables2.SecondSpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.IsNematicLatticeModulation,GlobalLatticeVariables2.Dmd1PatternFilename,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.UnloadLatticeRampTime,GlobalMotVariables2.MotRepumpExtAmplitudeCompressed,GlobalLatticeVariables2.IsImageBIFormation,GlobalLatticeVariables2.NematicLatticeModulationPreHoldTime,GlobalMotVariables2.MotExtAmplitudeCompressed,GlobalLatticeVariables2.NematicLatticeModulationTime,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning,GlobalLatticeVariables2.ImagingLatticeFreezeTime,GlobalLatticeVariables2.LatticeFreezeNorthwestPower,LocalVariables.ShotTypeID,GlobalLatticeVariables2.UnloadLatticeXPower,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalImagingVariables2.SecondSpinBlowOutPulseOneHalfExtAmplitude,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalImagingVariables2.SpinBlowOutPulseDetuning,GlobalLatticeVariables2.LatticeFreezePhysicsNorthwestPower,GlobalLatticeVariables2.DMDModulationAmplitude,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampDelayTime,LocalVariables.ScanID4,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.DMDModulationPreHoldTime,GlobalLatticeVariables2.CleanupBandInsulatorWaitTime,LocalVariables.ScanID3,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionFinalPower,GlobalLatticeVariables2.SecondDMD1RampTime,GlobalLatticeVariables2.NematicLatticeModulationFrequency,GlobalMotVariables2.MotDetuningCompressed,GlobalLatticeVariables2.UnloadLatticeYPower,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.LoadingGradientRadialLoadingField,GlobalImagingVariables2.SpinBlowNorthwestPower,LocalVariables.XbarFrequency,LocalVariables.ScanID2,GlobalLatticeVariables2.LoadingGradientNorthwestInitialPower,LocalVariables.DMDID,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.IsDMDLatticeModulation,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionInitialPower,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.Dmd1ModPattern,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.DMDModulationFrequency,LocalVariables.ScanID5,GlobalLatticeVariables2.NematicLatticeModulationXbarPhase,GlobalImagingVariables2.FourthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,LocalVariables.DMDID2,GlobalLatticeVariables2.ReloadLatticeRampTime,GlobalImagingVariables2.SecondSpinBlowOutPulseThreeHalvesExtAmplitude,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.LatticeFreezeRampTime
949,949,2025/10/05 05:52:29,0.03,1088300000.0,0.0,0.0,0.03,0.0,9.999999999999999e-06,0.032,0.1634945,0.0,100000.0,0.2,610.0,620000000.0,0.018000000000000002,83506780.0,0,0.035,0.3,0.0,0.002,0,9.999999999999999e-06,0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.0,0.01,0.48,0,0.0,0.78,0.03,766000000.0,0.02,1.3,109.0,0.00025,0.0225,0.04,0.1,0.7,0.01125,605500000.0,1.0,0.0,-1.4999999999999999e-05,0.0,590.0,0.0,0.03,0.0,1.0,0.02,200.0,-6000000.0,0.007,0.975,550.0,1.5,773000000.0,0.875,0.05,0.0,10.0,0.005,0.0225,0,0,0.0225,0.03,2.5,b'251001_dmd0_iterative_compensation_pinning_20n.pkl',93.0,0.014,0.0,0.174746,200.0,0.0,0.0,1010900000.0,0.0,0.0,0.1,0.0,0.0,2.9999999999999997e-05
950,950,2025/10/05 05:52:45,0.03,932600000.0,0.0,0.0,0.03,0.0,4.9999999999999996e-06,0.032,0.1634945,0.0,100000.0,0.2,500.0,620000000.0,0.018000000000000002,228200000.0,0,0.035,0.3,0.0,0.002,0,9.999999999999999e-06,0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.01,0.48,0,0.0,0.78,0.03,300000000.0,0.02,1.3,110.0,0.00025,0.0225,0.001,0.1,0.0,0.01125,450000000.0,1.0,0.0,-1.4999999999999999e-05,0.0,590.0,0.0,0.03,0.0,1.0,0.02,200.0,-6000000.0,0.007,0.975,550.0,1.5,773000000.0,0.875,0.05,0.0,10.0,0.005,0.0225,0,0,0.0225,0.03,2.5,b'251001_dmd0_iterative_compensation_pinning_20p.pkl',93.0,0.014,0.0,0.174746,200.0,0.0,0.0,854000000.0,0.0,0.0,0.1,0.0,0.0,2.9999999999999997e-05
951,951,2025/10/05 05:53:00,0.03,1088300000.0,0.0,0.0,0.03,0.0,9.999999999999999e-06,0.032,0.1634945,0.0,100000.0,0.2,610.0,620000000.0,0.018000000000000002,83506780.0,0,0.035,0.3,0.0,0.002,0,9.999999999999999e-06,0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.0,0.01,0.48,0,0.0,0.78,0.03,766000000.0,0.02,1.3,111.0,0.00025,0.0225,0.04,0.1,0.7,0.01125,605500000.0,1.0,0.0,-1.4999999999999999e-05,0.0,590.0,0.0,0.03,0.0,1.0,0.02,200.0,-6000000.0,0.007,0.975,550.0,1.5,773000000.0,0.875,0.05,0.0,10.0,0.005,0.0225,0,0,0.0225,0.03,2.5,b'251001_dmd0_iterative_compensation_pinning_20p.pkl',93.0,0.014,0.0,0.174746,200.0,0.0,0.0,1010900000.0,0.0,0.0,0.1,0.0,0.0,2.9999999999999997e-05
952,952,2025/10/05 05:53:16,0.03,932600000.0,0.0,0.0,0.03,0.0,4.9999999999999996e-06,0.032,0.1634945,0.0,100000.0,0.2,500.0,620000000.0,0.018000000000000002,228200000.0,0,0.035,0.3,0.0,1e-05,0,9.999999999999999e-06,0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.01,0.48,1,0.0,0.78,0.03,300000000.0,0.02,1.3,112.0,0.00025,0.0225,0.001,0.1,0.0,0.01125,450000000.0,1.5,0.0,-1.4999999999999999e-05,0.0,590.0,0.0,0.03,0.0,1.0,0.02,200.0,-6000000.0,0.007,0.975,550.0,1.5,730000000.0,0.875,0.05,0.0,10.0,0.005,0.0225,0,0,0.0225,0.03,2.5,b'default.pkl',93.0,0.014,0.0,0.174746,200.0,0.0,0.0,854000000.0,0.0,0.0,0.1,0.0,0.0,0.0001
953,953,2025/10/05 05:53:31,0.03,1088300000.0,0.0,0.0,0.03,0.0,9.999999999999999e-06,0.032,0.1634945,0.0,100000.0,0.2,610.0,620000000.0,0.018000000000000002,83506780.0,0,0.035,0.3,0.0,1e-05,0,9.999999999999999e-06,0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.0,0.01,0.48,1,0.0,0.78,0.03,766000000.0,0.02,1.3,113.0,0.00025,0.0225,0.04,0.1,0.7,0.01125,605500000.0,1.5,0.0,-1.4999999999999999e-05,0.0,590.0,0.0,0.03,0.0,1.0,0.02,200.0,-6000000.0,0.007,0.975,550.0,1.5,730000000.0,0.875,0.05,0.0,10.0,0.005,0.0225,0,0,0.0225,0.03,2.5,b'default.pkl',93.0,0.014,0.0,0.174746,200.0,0.0,0.0,1010900000.0,0.0,0.0,0.1,0.0,0.0,0.0001
954,954,2025/10/05 05:53:47,0.03,932600000.0,0.0,0.0,0.03,0.0,4.9999999999999996e-06,0.032,0.1634945,0.0,100000.0,0.2,500.0,620000000.0,0.018000000000000002,228200000.0,0,0.035,0.3,0.0,0.00268,0,9.999999999999999e-06,0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.01,0.48,0,0.0,0.78,0.03,300000000.0,0.02,1.3,114.0,0.00025,0.0225,0.001,0.1,0.0,0.01125,450000000.0,1.0,0.0,-1.4999999999999999e-05,0.0,590.0,0.0,0.03,0.0,1.0,0.02,200.0,-6000000.0,0.007,0.975,550.0,1.5,773000000.0,0.875,0.05,0.0,10.0,0.005,0.0225,0,0,0.0225,0.03,2.5,b'251001_dmd0_iterative_compensation.pkl',93.0,0.014,0.0,0.174746,200.0,0.0,0.0,854000000.0,0.0,0.0,0.1,0.0,0.0,2.9999999999999997e-05
955,955,2025/10/05 05:54:02,0.03,932600000.0,0.0,0.0,0.03,0.0,4.9999999999999996e-06,0.032,0.1634945,0.0,100000.0,0.2,500.0,620000000.0,0.018000000000000002,228200000.0,0,0.035,0.3,0.0,0.00268,0,9.999999999999999e-06,0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.0,0.01,0.48,0,0.0,0.78,0.03,450000000.0,0.02,1.3,115.0,0.00025,0.0225,0.001,0.1,0.7,0.01125,450000000.0,1.0,0.0,-1.4999999999999999e-05,0.0,590.0,0.0,0.03,0.0,1.0,0.02,200.0,-6000000.0,0.007,0.975,550.0,1.5,773000000.0,0.875,0.05,0.0,10.0,0.005,0.0225,0,0,0.0225,0.03,2.5,b'251001_dmd0_iterative_compensation.pkl',93.0,0.014,0.0,0.174746,200.0,0.0,0.0,854000000.0,0.0,0.0,0.1,0.0,0.0,2.9999999999999997e-05
956,956,2025/10/05 05:54:18,0.03,932600000.0,0.0,0.0,0.03,0.0,4.9999999999999996e-06,0.032,0.1634945,0.0,100000.0,0.2,500.0,620000000.0,0.018000000000000002,228200000.0,0,0.035,0.3,0.0,0.00268,0,9.999999999999999e-06,0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',2.0,0.01,0.48,0,0.0,0.78,0.03,527000000.0,0.02,1.3,116.0,0.00025,0.0225,0.001,0.1,0.7,0.01125,450000000.0,1.0,0.0,-1.4999999999999999e-05,0.0,590.0,0.0,0.03,0.0,1.0,0.02,200.0,-6000000.0,0.007,0.975,550.0,1.5,773000000.0,0.875,0.05,0.0,10.0,0.005,0.0225,0,0,0.0225,0.03,2.5,b'251001_dmd0_iterative_compensation.pkl',93.0,0.014,0.0,0.174746,200.0,0.0,0.0,854000000.0,0.0,0.0,0.1,0.0,0.0,2.9999999999999997e-05
957,957,2025/10/05 05:54:33,0.03,932600000.0,0.0,0.0,0.03,0.0,4.9999999999999996e-06,0.032,0.1634945,0.0,100000.0,0.2,500.0,620000000.0,0.018000000000000002,228200000.0,0,0.035,0.3,0.0,0.00268,0,9.999999999999999e-06,0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.01,0.48,0,0.0,0.78,0.03,300000000.0,0.02,1.3,117.0,0.00025,0.0225,0.001,0.1,0.0,0.01125,450000000.0,1.0,0.0,-1.4999999999999999e-05,0.0,590.0,0.0,0.03,0.0,1.0,0.02,200.0,-6000000.0,0.007,0.975,550.0,1.5,773000000.0,0.875,0.05,0.0,10.0,0.005,0.0225,0,0,0.0225,0.03,2.5,b'251001_dmd0_iterative_compensation.pkl',93.0,0.014,0.0,0.174746,200.0,0.0,0.0,854000000.0,0.0,0.0,0.1,0.0,0.0,2.9999999999999997e-05
958,958,2025/10/05 05:54:48,0.03,932600000.0,0.0,0.0,0.03,0.0,4.9999999999999996e-06,0.032,0.1634945,0.0,100000.0,0.2,500.0,620000000.0,0.018000000000000002,228200000.0,0,0.035,0.3,0.0,0.00268,0,9.999999999999999e-06,0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.0,0.01,0.48,0,0.0,0.78,0.03,450000000.0,0.02,1.3,118.0,0.00025,0.0225,0.001,0.1,0.7,0.01125,450000000.0,1.0,0.0,-1.4999999999999999e-05,0.0,590.0,0.0,0.03,0.0,1.0,0.02,200.0,-6000000.0,0.007,0.975,550.0,1.5,773000000.0,0.875,0.05,0.0,10.0,0.005,0.0225,0,0,0.0225,0.03,2.5,b'251001_dmd0_iterative_compensation.pkl',93.0,0.014,0.0,0.174746,200.0,0.0,0.0,854000000.0,0.0,0.0,0.1,0.0,0.0,2.9999999999999997e-05
959,959,2025/10/05 05:55:04,0.03,932600000.0,0.0,0.0,0.03,0.0,4.9999999999999996e-06,0.032,0.1634945,0.0,100000.0,0.2,500.0,620000000.0,0.018000000000000002,228200000.0,0,0.035,0.3,0.0,0.00268,0,9.999999999999999e-06,0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',2.0,0.01,0.48,0,0.0,0.78,0.03,527000000.0,0.02,1.3,119.0,0.00025,0.0225,0.001,0.1,0.7,0.01125,450000000.0,1.0,0.0,-1.4999999999999999e-05,0.0,590.0,0.0,0.03,0.0,1.0,0.02,200.0,-6000000.0,0.007,0.975,550.0,1.5,773000000.0,0.875,0.05,0.0,10.0,0.005,0.0225,0,0,0.0225,0.03,2.5,b'251001_dmd0_iterative_compensation.pkl',93.0,0.014,0.0,0.174746,200.0,0.0,0.0,854000000.0,0.0,0.0,0.1,0.0,0.0,2.9999999999999997e-05
960,960,2025/10/05 05:55:19,0.03,932600000.0,0.0,0.0,0.03,0.0,4.9999999999999996e-06,0.032,0.1634945,0.0,100000.0,0.2,500.0,620000000.0,0.018000000000000002,228200000.0,0,0.035,0.3,0.0,0.002,0,9.999999999999999e-06,0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.01,0.48,0,0.0,0.78,0.03,300000000.0,0.02,1.3,0.0,0.00025,0.0225,0.001,0.1,0.0,0.01125,450000000.0,1.0,0.0,-1.4999999999999999e-05,0.0,590.0,0.0,0.03,0.0,1.0,0.02,200.0,-6000000.0,0.007,0.975,550.0,1.5,773000000.0,0.875,0.05,0.0,10.0,0.005,0.0225,0,0,0.0225,0.03,2.5,b'251001_dmd0_iterative_compensation_pinning_4n.pkl',93.0,0.014,0.0,0.174746,200.0,0.0,0.0,854000000.0,0.0,0.0,0.1,0.0,0.0,2.9999999999999997e-05
961,961,2025/10/05 05:55:35,0.03,1088300000.0,0.0,0.0,0.03,0.0,9.999999999999999e-06,0.032,0.1634945,0.0,100000.0,0.2,610.0,620000000.0,0.018000000000000002,83506780.0,0,0.035,0.3,0.0,0.002,0,9.999999999999999e-06,0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.0,0.01,0.48,0,0.0,0.78,0.03,766000000.0,0.02,1.3,1.0,0.00025,0.0225,0.04,0.1,0.7,0.01125,605500000.0,1.0,0.0,-1.4999999999999999e-05,0.0,590.0,0.0,0.03,0.0,1.0,0.02,200.0,-6000000.0,0.007,0.975,550.0,1.5,773000000.0,0.875,0.05,0.0,10.0,0.005,0.0225,0,0,0.0225,0.03,2.5,b'251001_dmd0_iterative_compensation_pinning_4n.pkl',93.0,0.014,0.0,0.174746,200.0,0.0,0.0,1010900000.0,0.0,0.0,0.1,0.0,0.0,2.9999999999999997e-05
962,962,2025/10/05 05:55:51,0.03,932600000.0,0.0,0.0,0.03,0.0,4.9999999999999996e-06,0.032,0.1634945,0.0,100000.0,0.2,500.0,620000000.0,0.018000000000000002,228200000.0,0,0.035,0.3,0.0,0.002,0,9.999999999999999e-06,0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.01,0.48,0,0.0,0.78,0.03,300000000.0,0.02,1.3,2.0,0.00025,0.0225,0.001,0.1,0.0,0.01125,450000000.0,1.0,0.0,-1.4999999999999999e-05,0.0,590.0,0.0,0.03,0.0,1.0,0.02,200.0,-6000000.0,0.007,0.975,550.0,1.5,773000000.0,0.875,0.05,0.0,10.0,0.005,0.0225,0,0,0.0225,0.03,2.5,b'251001_dmd0_iterative_compensation_pinning_4p.pkl',93.0,0.014,0.0,0.174746,200.0,0.0,0.0,854000000.0,0.0,0.0,0.1,0.0,0.0,2.9999999999999997e-05
963,963,2025/10/05 05:56:06,0.03,1088300000.0,0.0,0.0,0.03,0.0,9.999999999999999e-06,0.032,0.1634945,0.0,100000.0,0.2,610.0,620000000.0,0.018000000000000002,83506780.0,0,0.035,0.3,0.0,0.002,0,9.999999999999999e-06,0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.0,0.01,0.48,0,0.0,0.78,0.03,766000000.0,0.02,1.3,3.0,0.00025,0.0225,0.04,0.1,0.7,0.01125,605500000.0,1.0,0.0,-1.4999999999999999e-05,0.0,590.0,0.0,0.03,0.0,1.0,0.02,200.0,-6000000.0,0.007,0.975,550.0,1.5,773000000.0,0.875,0.05,0.0,10.0,0.005,0.0225,0,0,0.0225,0.03,2.5,b'251001_dmd0_iterative_compensation_pinning_4p.pkl',93.0,0.014,0.0,0.174746,200.0,0.0,0.0,1010900000.0,0.0,0.0,0.1,0.0,0.0,2.9999999999999997e-05
964,964,2025/10/05 05:56:22,0.03,932600000.0,0.0,0.0,0.03,0.0,4.9999999999999996e-06,0.032,0.1634945,0.0,100000.0,0.2,500.0,620000000.0,0.018000000000000002,228200000.0,0,0.035,0.3,0.0,0.002,0,9.999999999999999e-06,0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.01,0.48,0,0.0,0.78,0.03,300000000.0,0.02,1.3,4.0,0.00025,0.0225,0.001,0.1,0.0,0.01125,450000000.0,1.0,0.0,-1.4999999999999999e-05,0.0,590.0,0.0,0.03,0.0,1.0,0.02,200.0,-6000000.0,0.007,0.975,550.0,1.5,773000000.0,0.875,0.05,0.0,10.0,0.005,0.0225,0,0,0.0225,0.03,2.5,b'251001_dmd0_iterative_compensation_pinning_6n.pkl',93.0,0.014,0.0,0.174746,200.0,0.0,0.0,854000000.0,0.0,0.0,0.1,0.0,0.0,2.9999999999999997e-05
965,965,2025/10/05 05:56:38,0.03,1088300000.0,0.0,0.0,0.03,0.0,9.999999999999999e-06,0.032,0.1634945,0.0,100000.0,0.2,610.0,620000000.0,0.018000000000000002,83506780.0,0,0.035,0.3,0.0,0.002,0,9.999999999999999e-06,0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.0,0.01,0.48,0,0.0,0.78,0.03,766000000.0,0.02,1.3,5.0,0.00025,0.0225,0.04,0.1,0.7,0.01125,605500000.0,1.0,0.0,-1.4999999999999999e-05,0.0,590.0,0.0,0.03,0.0,1.0,0.02,200.0,-6000000.0,0.007,0.975,550.0,1.5,773000000.0,0.875,0.05,0.0,10.0,0.005,0.0225,0,0,0.0225,0.03,2.5,b'251001_dmd0_iterative_compensation_pinning_6n.pkl',93.0,0.014,0.0,0.174746,200.0,0.0,0.0,1010900000.0,0.0,0.0,0.1,0.0,0.0,2.9999999999999997e-05
966,966,2025/10/05 05:56:54,0.03,932600000.0,0.0,0.0,0.03,0.0,4.9999999999999996e-06,0.032,0.1634945,0.0,100000.0,0.2,500.0,620000000.0,0.018000000000000002,228200000.0,0,0.035,0.3,0.0,0.002,0,9.999999999999999e-06,0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.01,0.48,0,0.0,0.78,0.03,300000000.0,0.02,1.3,6.0,0.00025,0.0225,0.001,0.1,0.0,0.01125,450000000.0,1.0,0.0,-1.4999999999999999e-05,0.0,590.0,0.0,0.03,0.0,1.0,0.02,200.0,-6000000.0,0.007,0.975,550.0,1.5,773000000.0,0.875,0.05,0.0,10.0,0.005,0.0225,0,0,0.0225,0.03,2.5,b'251001_dmd0_iterative_compensation_pinning_6p.pkl',93.0,0.014,0.0,0.174746,200.0,0.0,0.0,854000000.0,0.0,0.0,0.1,0.0,0.0,2.9999999999999997e-05
967,967,2025/10/05 05:57:09,0.03,1088300000.0,0.0,0.0,0.03,0.0,9.999999999999999e-06,0.032,0.1634945,0.0,100000.0,0.2,610.0,620000000.0,0.018000000000000002,83506780.0,0,0.035,0.3,0.0,0.002,0,9.999999999999999e-06,0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.0,0.01,0.48,0,0.0,0.78,0.03,766000000.0,0.02,1.3,7.0,0.00025,0.0225,0.04,0.1,0.7,0.01125,605500000.0,1.0,0.0,-1.4999999999999999e-05,0.0,590.0,0.0,0.03,0.0,1.0,0.02,200.0,-6000000.0,0.007,0.975,550.0,1.5,773000000.0,0.875,0.05,0.0,10.0,0.005,0.0225,0,0,0.0225,0.03,2.5,b'251001_dmd0_iterative_compensation_pinning_6p.pkl',93.0,0.014,0.0,0.174746,200.0,0.0,0.0,1010900000.0,0.0,0.0,0.1,0.0,0.0,2.9999999999999997e-05
968,968,2025/10/05 05:57:26,0.03,932600000.0,0.0,0.0,0.03,0.0,4.9999999999999996e-06,0.032,0.1634945,0.0,100000.0,0.2,500.0,620000000.0,0.018000000000000002,228200000.0,0,0.035,0.3,0.0,0.002,0,9.999999999999999e-06,0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.01,0.48,0,0.0,0.78,0.03,300000000.0,0.02,1.3,8.0,0.00025,0.0225,0.001,0.1,0.0,0.01125,450000000.0,1.0,0.0,-1.4999999999999999e-05,0.0,590.0,0.0,0.03,0.0,1.0,0.02,200.0,-6000000.0,0.007,0.975,550.0,1.5,773000000.0,0.875,0.05,0.0,10.0,0.005,0.0225,0,0,0.0225,0.03,2.5,b'251001_dmd0_iterative_compensation_pinning_8n.pkl',93.0,0.014,0.0,0.174746,200.0,0.0,0.0,854000000.0,0.0,0.0,0.1,0.0,0.0,2.9999999999999997e-05
969,969,2025/10/05 05:57:41,0.03,1088300000.0,0.0,0.0,0.03,0.0,9.999999999999999e-06,0.032,0.1634945,0.0,100000.0,0.2,610.0,620000000.0,0.018000000000000002,83506780.0,0,0.035,0.3,0.0,0.002,0,9.999999999999999e-06,0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.0,0.01,0.48,0,0.0,0.78,0.03,766000000.0,0.02,1.3,9.0,0.00025,0.0225,0.04,0.1,0.7,0.01125,605500000.0,1.0,0.0,-1.4999999999999999e-05,0.0,590.0,0.0,0.03,0.0,1.0,0.02,200.0,-6000000.0,0.007,0.975,550.0,1.5,773000000.0,0.875,0.05,0.0,10.0,0.005,0.0225,0,0,0.0225,0.03,2.5,b'251001_dmd0_iterative_compensation_pinning_8n.pkl',93.0,0.014,0.0,0.174746,200.0,0.0,0.0,1010900000.0,0.0,0.0,0.1,0.0,0.0,2.9999999999999997e-05
970,970,2025/10/05 05:57:57,0.03,932600000.0,0.0,0.0,0.03,0.0,4.9999999999999996e-06,0.032,0.1634945,0.0,100000.0,0.2,500.0,620000000.0,0.018000000000000002,228200000.0,0,0.035,0.3,0.0,0.002,0,9.999999999999999e-06,0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.01,0.48,0,0.0,0.78,0.03,300000000.0,0.02,1.3,10.0,0.00025,0.0225,0.001,0.1,0.0,0.01125,450000000.0,1.0,0.0,-1.4999999999999999e-05,0.0,590.0,0.0,0.03,0.0,1.0,0.02,200.0,-6000000.0,0.007,0.975,550.0,1.5,773000000.0,0.875,0.05,0.0,10.0,0.005,0.0225,0,0,0.0225,0.03,2.5,b'251001_dmd0_iterative_compensation_pinning_8p.pkl',93.0,0.014,0.0,0.174746,200.0,0.0,0.0,854000000.0,0.0,0.0,0.1,0.0,0.0,2.9999999999999997e-05
971,971,2025/10/05 05:58:13,0.03,1088300000.0,0.0,0.0,0.03,0.0,9.999999999999999e-06,0.032,0.1634945,0.0,100000.0,0.2,610.0,620000000.0,0.018000000000000002,83506780.0,0,0.035,0.3,0.0,0.002,0,9.999999999999999e-06,0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.0,0.01,0.48,0,0.0,0.78,0.03,766000000.0,0.02,1.3,11.0,0.00025,0.0225,0.04,0.1,0.7,0.01125,605500000.0,1.0,0.0,-1.4999999999999999e-05,0.0,590.0,0.0,0.03,0.0,1.0,0.02,200.0,-6000000.0,0.007,0.975,550.0,1.5,773000000.0,0.875,0.05,0.0,10.0,0.005,0.0225,0,0,0.0225,0.03,2.5,b'251001_dmd0_iterative_compensation_pinning_8p.pkl',93.0,0.014,0.0,0.174746,200.0,0.0,0.0,1010900000.0,0.0,0.0,0.1,0.0,0.0,2.9999999999999997e-05
972,972,2025/10/05 05:58:29,0.03,932600000.0,0.0,0.0,0.03,0.0,4.9999999999999996e-06,0.032,0.1634945,0.0,100000.0,0.2,500.0,620000000.0,0.018000000000000002,228200000.0,0,0.035,0.3,0.0,0.002,0,9.999999999999999e-06,0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.01,0.48,0,0.0,0.78,0.03,300000000.0,0.02,1.3,12.0,0.00025,0.0225,0.001,0.1,0.0,0.01125,450000000.0,1.0,0.0,-1.4999999999999999e-05,0.0,590.0,0.0,0.03,0.0,1.0,0.02,200.0,-6000000.0,0.007,0.975,550.0,1.5,773000000.0,0.875,0.05,0.0,10.0,0.005,0.0225,0,0,0.0225,0.03,2.5,b'251001_dmd0_iterative_compensation_pinning_10n.pkl',93.0,0.014,0.0,0.174746,200.0,0.0,0.0,854000000.0,0.0,0.0,0.1,0.0,0.0,2.9999999999999997e-05
