shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.isUnloadReloadBI,GlobalImagingVariables2.FifthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalLatticeVariables2.FinalStateGradientCurrent,LocalVariables.ScanID4,GlobalMotVariables2.MotDetuningCompressed,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.UnloadLatticeRampTime,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.LatticeFreezeVerticalPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,LocalVariables.DMDID,GlobalLatticeVariables2.LoadingGradientRadialLoadingField,GlobalLatticeVariables2.IsRoundTripReloading,GlobalPulseVariables2.LatticeMicrowaveDuration,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionInitialPower,LocalVariables.ScanID2,GlobalImagingVariables2.SecondSpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.LatticeFreezeNorthwestPower,GlobalLatticeVariables2.Dmd1ModPattern,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.NematicLatticeModulationPostHoldTime,LocalVariables.DMDID2,GlobalImagingVariables2.SecondSpinBlowOutPulseOneHalfExtAmplitude,GlobalLatticeVariables2.LoadingGradientNorthwestInitialPower,GlobalMotVariables2.MotRepumpExtAmplitudeCompressed,GlobalLatticeVariables2.PhysicsSplitFieldRampDelayTime,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalScienceChamberEvaporationVariables2.AccordionCompressionDimplePower,GlobalImagingVariables2.SecondSpinBlowOutPulseThreeHalvesExtAmplitude,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.Dmd1PatternFilename,GlobalMotVariables2.MotExtAmplitudeCompressed,LocalVariables.ShotTypeID,GlobalLatticeVariables2.LatticeFreezePhysicsNorthwestPower,GlobalImagingVariables2.SpinBlowNorthwestPower,GlobalImagingVariables2.FourthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.SecondDMD1RampTime,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.DMDModulationAmplitude,GlobalLatticeVariables2.NematicLatticeModulationPreHoldTime,GlobalImagingVariables2.SpinBlowOutPulsePulseWidth,GlobalImagingVariables2.SecondSpinBlowOutPulseMagneticField,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.isImageExpandedCheckerboard,GlobalLatticeVariables2.LoadWithDmd0InitialPower,LocalVariables.ScanID5,LocalVariables.ScanID3,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampWaitTime,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.DMDModulationTime,GlobalImagingVariables2.ThirdSpinBlowOutPulseDetuning,GlobalLatticeVariables2.UnloadLatticeXPower,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.UnloadLatticeYPower,GlobalLatticeVariables2.IsDMDLatticeModulation,GlobalLatticeVariables2.NematicLatticeModulationFrequency,GlobalLatticeVariables2.IsNematicLatticeModulation,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.DMDModulationPreHoldTime,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalLatticeVariables2.ReloadLatticeRampTime,GlobalLatticeVariables2.DMDModulationOffset,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.NematicLatticeModulationXbarPhase,GlobalLatticeVariables2.IsImageBIFormation,LocalVariables.XbarFrequency,GlobalLatticeVariables2.NematicLatticeModulationTime,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampDelayTime,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning,GlobalLatticeVariables2.CleanupBandInsulatorWaitTime,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.DMDModulationFrequency,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionFinalPower,GlobalLatticeVariables2.ImagingLatticeFreezeTime,GlobalImagingVariables2.SpinBlowOutPulseDetuning
747,747,2025/10/03 08:51:36,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.001,0.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.0,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,40.0,1.0,1.5,854000000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,4.9999999999999996e-06,500.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,228200000.0,0.03,932600000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_12n.pkl',-1.4999999999999999e-05,300000000.0,0.03,0.03,200.0,1.0,0.02,450000000.0
748,748,2025/10/03 08:51:52,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.04,1.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.7,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,41.0,1.0,1.5,1010900000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,9.999999999999999e-06,610.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,83506780.0,0.03,1088300000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_12n.pkl',-1.4999999999999999e-05,766000000.0,0.03,0.03,200.0,1.0,0.02,605500000.0
749,749,2025/10/03 08:52:08,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.001,0.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.0,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,42.0,1.0,1.5,854000000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,4.9999999999999996e-06,500.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,228200000.0,0.03,932600000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_12p.pkl',-1.4999999999999999e-05,300000000.0,0.03,0.03,200.0,1.0,0.02,450000000.0
750,750,2025/10/03 08:52:24,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.04,1.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.7,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,43.0,1.0,1.5,1010900000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,9.999999999999999e-06,610.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,83506780.0,0.03,1088300000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_12p.pkl',-1.4999999999999999e-05,766000000.0,0.03,0.03,200.0,1.0,0.02,605500000.0
751,751,2025/10/03 08:52:41,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.001,0.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.0,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,44.0,1.0,1.5,854000000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,4.9999999999999996e-06,500.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,228200000.0,0.03,932600000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_20n.pkl',-1.4999999999999999e-05,300000000.0,0.03,0.03,200.0,1.0,0.02,450000000.0
752,752,2025/10/03 08:52:57,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.04,1.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.7,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,45.0,1.0,1.5,1010900000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,9.999999999999999e-06,610.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,83506780.0,0.03,1088300000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_20n.pkl',-1.4999999999999999e-05,766000000.0,0.03,0.03,200.0,1.0,0.02,605500000.0
753,753,2025/10/03 08:53:13,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.001,0.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.0,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,46.0,1.0,1.5,854000000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,4.9999999999999996e-06,500.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,228200000.0,0.03,932600000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_20p.pkl',-1.4999999999999999e-05,300000000.0,0.03,0.03,200.0,1.0,0.02,450000000.0
754,754,2025/10/03 08:53:29,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.04,1.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.7,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,47.0,1.0,1.5,1010900000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,9.999999999999999e-06,610.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,83506780.0,0.03,1088300000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_20p.pkl',-1.4999999999999999e-05,766000000.0,0.03,0.03,200.0,1.0,0.02,605500000.0
755,755,2025/10/03 08:53:46,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.001,0.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.0,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,48.0,1.0,1.5,854000000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,4.9999999999999996e-06,500.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,228200000.0,0.03,932600000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_4n.pkl',-1.4999999999999999e-05,300000000.0,0.03,0.03,200.0,1.0,0.02,450000000.0
756,756,2025/10/03 08:54:02,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.04,1.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.7,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,49.0,1.0,1.5,1010900000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,9.999999999999999e-06,610.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,83506780.0,0.03,1088300000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_4n.pkl',-1.4999999999999999e-05,766000000.0,0.03,0.03,200.0,1.0,0.02,605500000.0
757,757,2025/10/03 08:54:18,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.001,0.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.0,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,50.0,1.0,1.5,854000000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,4.9999999999999996e-06,500.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,228200000.0,0.03,932600000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_4p.pkl',-1.4999999999999999e-05,300000000.0,0.03,0.03,200.0,1.0,0.02,450000000.0
758,758,2025/10/03 08:54:34,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.04,1.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.7,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,51.0,1.0,1.5,1010900000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,9.999999999999999e-06,610.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,83506780.0,0.03,1088300000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_4p.pkl',-1.4999999999999999e-05,766000000.0,0.03,0.03,200.0,1.0,0.02,605500000.0
759,759,2025/10/03 08:54:51,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.001,0.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.0,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,52.0,1.0,1.5,854000000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,4.9999999999999996e-06,500.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,228200000.0,0.03,932600000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_6n.pkl',-1.4999999999999999e-05,300000000.0,0.03,0.03,200.0,1.0,0.02,450000000.0
760,760,2025/10/03 08:55:07,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.04,1.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.7,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,53.0,1.0,1.5,1010900000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,9.999999999999999e-06,610.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,83506780.0,0.03,1088300000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_6n.pkl',-1.4999999999999999e-05,766000000.0,0.03,0.03,200.0,1.0,0.02,605500000.0
761,761,2025/10/03 08:55:23,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.001,0.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.0,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,54.0,1.0,1.5,854000000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,4.9999999999999996e-06,500.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,228200000.0,0.03,932600000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_6p.pkl',-1.4999999999999999e-05,300000000.0,0.03,0.03,200.0,1.0,0.02,450000000.0
762,762,2025/10/03 08:55:39,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.04,1.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.7,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,55.00000000000001,1.0,1.5,1010900000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,9.999999999999999e-06,610.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,83506780.0,0.03,1088300000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_6p.pkl',-1.4999999999999999e-05,766000000.0,0.03,0.03,200.0,1.0,0.02,605500000.0
763,763,2025/10/03 08:55:56,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.001,0.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.0,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,56.00000000000001,1.0,1.5,854000000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,4.9999999999999996e-06,500.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,228200000.0,0.03,932600000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_8n.pkl',-1.4999999999999999e-05,300000000.0,0.03,0.03,200.0,1.0,0.02,450000000.0
764,764,2025/10/03 08:56:12,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.04,1.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.7,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,56.99999999999999,1.0,1.5,1010900000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,9.999999999999999e-06,610.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,83506780.0,0.03,1088300000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_8n.pkl',-1.4999999999999999e-05,766000000.0,0.03,0.03,200.0,1.0,0.02,605500000.0
765,765,2025/10/03 08:56:28,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.001,0.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.0,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,57.99999999999999,1.0,1.5,854000000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,4.9999999999999996e-06,500.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,228200000.0,0.03,932600000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_8p.pkl',-1.4999999999999999e-05,300000000.0,0.03,0.03,200.0,1.0,0.02,450000000.0
766,766,2025/10/03 08:56:44,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.04,1.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.7,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,59.0,1.0,1.5,1010900000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,9.999999999999999e-06,610.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,83506780.0,0.03,1088300000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_8p.pkl',-1.4999999999999999e-05,766000000.0,0.03,0.03,200.0,1.0,0.02,605500000.0
767,767,2025/10/03 08:57:01,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.001,0.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.0,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,60.0,1.0,1.5,854000000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,4.9999999999999996e-06,500.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,228200000.0,0.03,932600000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_10n.pkl',-1.4999999999999999e-05,300000000.0,0.03,0.03,200.0,1.0,0.02,450000000.0
768,768,2025/10/03 08:57:16,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.04,1.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.7,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,61.0,1.0,1.5,1010900000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,9.999999999999999e-06,610.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,83506780.0,0.03,1088300000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_10n.pkl',-1.4999999999999999e-05,766000000.0,0.03,0.03,200.0,1.0,0.02,605500000.0
769,769,2025/10/03 08:57:33,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.001,0.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.0,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,62.0,1.0,1.5,854000000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,4.9999999999999996e-06,500.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,228200000.0,0.03,932600000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_10p.pkl',-1.4999999999999999e-05,300000000.0,0.03,0.03,200.0,1.0,0.02,450000000.0
770,770,2025/10/03 08:57:49,0,620000000.0,0.0,10.0,0.0,-6000000.0,0.1,0.01,2.9999999999999997e-05,0.0,0.03,0.0,550.0,0,0.04,1.0,2.5,0.875,9.999999999999999e-06,1.3,0.0,0.0225,0.0,0.0,0.7,0.05,0.48,0.0,0.035,0.975,0.174746,0.014,0.3,0.0,0.1634945,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.78,63.0,1.0,1.5,1010900000.0,93.0,0.2,0.02,0.018000000000000002,0.0,0.0,9.999999999999999e-06,610.0,100000.0,0.0225,590.0,0.00268,0,0.032,0.0,0.0,0.0,83506780.0,0.03,1088300000.0,0.00025,0.01125,0.007,0,200.0,0,0.0225,0.0,0.005,0.1,0.0,0.0,0.0,0,773000000.0,0.03,b'251001_dmd0_iterative_compensation_pinning_10p.pkl',-1.4999999999999999e-05,766000000.0,0.03,0.03,200.0,1.0,0.02,605500000.0
