shot_idx,shot_start_time,LocalVariables.ImagingBlowOutID,LocalVariables.ShotTypeID,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalImagingVariables2.IsSkipSpinBlowOutLight,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning
162,2025/06/12 11:35:14,0.0,27.0,2.6,1,300.0
163,2025/06/12 11:35:30,1.0,28.0,2.6,0,450.0
164,2025/06/12 11:35:46,2.0,29.0,2.6,0,527.0
165,2025/06/12 11:36:03,1.0,29.999999999999996,2.6,0,450.0
166,2025/06/12 11:36:19,2.0,31.0,2.6,0,527.0
167,2025/06/12 11:36:36,1.0,32.0,2.6,0,450.0
168,2025/06/12 11:36:52,2.0,33.0,2.6,0,527.0
169,2025/06/12 11:37:08,1.0,34.0,2.6,0,450.0
170,2025/06/12 11:37:25,2.0,35.0,2.6,0,527.0
171,2025/06/12 11:37:41,0.0,36.0,2.8,1,300.0
172,2025/06/12 11:37:57,2.0,37.0,2.8,0,527.0
173,2025/06/12 11:38:14,1.0,38.0,2.8,0,450.0
174,2025/06/12 11:38:30,2.0,39.0,2.8,0,527.0
175,2025/06/12 11:38:46,1.0,40.0,2.8,0,450.0
176,2025/06/12 11:39:03,2.0,41.0,2.8,0,527.0
177,2025/06/12 11:39:20,1.0,42.0,2.8,0,450.0
178,2025/06/12 11:39:36,2.0,43.0,2.8,0,527.0
179,2025/06/12 11:39:53,1.0,44.0,2.8,0,450.0
180,2025/06/12 11:40:09,0.0,0.0,2.0,1,300.0
181,2025/06/12 11:40:25,2.0,1.0,2.0,0,527.0
182,2025/06/12 11:40:41,1.0,2.0,2.0,0,450.0
183,2025/06/12 11:40:58,2.0,3.0,2.0,0,527.0
184,2025/06/12 11:41:14,1.0,4.0,2.0,0,450.0
185,2025/06/12 11:41:31,2.0,5.0,2.0,0,527.0
186,2025/06/12 11:41:47,1.0,6.0,2.0,0,450.0
187,2025/06/12 11:42:03,2.0,7.0,2.0,0,527.0
188,2025/06/12 11:42:20,1.0,8.0,2.0,0,450.0
189,2025/06/12 11:42:36,0.0,9.0,2.2,1,300.0
190,2025/06/12 11:42:52,1.0,10.0,2.2,0,450.0
191,2025/06/12 11:43:09,2.0,11.0,2.2,0,527.0
192,2025/06/12 11:43:25,1.0,12.0,2.2,0,450.0
193,2025/06/12 11:43:42,2.0,13.0,2.2,0,527.0
194,2025/06/12 11:43:58,1.0,14.0,2.2,0,450.0
195,2025/06/12 11:44:14,2.0,14.999999999999998,2.2,0,527.0
196,2025/06/12 11:44:31,1.0,16.0,2.2,0,450.0
197,2025/06/12 11:44:47,2.0,17.0,2.2,0,527.0
198,2025/06/12 11:45:03,0.0,18.0,2.4,1,300.0
199,2025/06/12 11:45:20,2.0,19.0,2.4,0,527.0
200,2025/06/12 11:45:36,1.0,20.0,2.4,0,450.0
201,2025/06/12 11:45:53,2.0,21.0,2.4,0,527.0
202,2025/06/12 11:46:09,1.0,22.0,2.4,0,450.0
203,2025/06/12 11:46:25,2.0,23.0,2.4,0,527.0
204,2025/06/12 11:46:42,1.0,24.0,2.4,0,450.0
205,2025/06/12 11:46:58,2.0,25.000000000000004,2.4,0,527.0
206,2025/06/12 11:47:14,1.0,26.0,2.4,0,450.0
207,2025/06/12 11:47:31,0.0,27.0,2.6,1,300.0
208,2025/06/12 11:47:47,1.0,28.0,2.6,0,450.0
209,2025/06/12 11:48:03,2.0,29.0,2.6,0,527.0
210,2025/06/12 11:48:20,1.0,29.999999999999996,2.6,0,450.0
211,2025/06/12 11:48:36,2.0,31.0,2.6,0,527.0
212,2025/06/12 11:48:53,1.0,32.0,2.6,0,450.0
213,2025/06/12 11:49:09,2.0,33.0,2.6,0,527.0
214,2025/06/12 11:49:25,1.0,34.0,2.6,0,450.0
215,2025/06/12 11:49:42,2.0,35.0,2.6,0,527.0
216,2025/06/12 11:49:58,0.0,36.0,2.8,1,300.0
217,2025/06/12 11:50:14,2.0,37.0,2.8,0,527.0
218,2025/06/12 11:50:31,1.0,38.0,2.8,0,450.0
219,2025/06/12 11:50:47,2.0,39.0,2.8,0,527.0
220,2025/06/12 11:51:03,1.0,40.0,2.8,0,450.0
221,2025/06/12 11:51:20,2.0,41.0,2.8,0,527.0
222,2025/06/12 11:51:36,1.0,42.0,2.8,0,450.0
223,2025/06/12 11:51:53,2.0,43.0,2.8,0,527.0
224,2025/06/12 11:52:09,1.0,44.0,2.8,0,450.0
225,2025/06/12 11:52:25,0.0,0.0,2.0,1,300.0
226,2025/06/12 11:52:42,2.0,1.0,2.0,0,527.0
227,2025/06/12 11:52:58,1.0,2.0,2.0,0,450.0
228,2025/06/12 11:53:14,2.0,3.0,2.0,0,527.0
229,2025/06/12 11:53:31,1.0,4.0,2.0,0,450.0
230,2025/06/12 11:53:47,2.0,5.0,2.0,0,527.0
231,2025/06/12 11:54:03,1.0,6.0,2.0,0,450.0
232,2025/06/12 11:54:20,2.0,7.0,2.0,0,527.0
233,2025/06/12 11:54:36,1.0,8.0,2.0,0,450.0
234,2025/06/12 11:54:53,0.0,9.0,2.2,1,300.0
235,2025/06/12 11:55:09,1.0,10.0,2.2,0,450.0
236,2025/06/12 11:55:25,2.0,11.0,2.2,0,527.0
237,2025/06/12 11:55:42,1.0,12.0,2.2,0,450.0
238,2025/06/12 11:55:58,2.0,13.0,2.2,0,527.0
239,2025/06/12 11:56:14,1.0,14.0,2.2,0,450.0
240,2025/06/12 11:56:31,2.0,14.999999999999998,2.2,0,527.0
241,2025/06/12 11:56:47,1.0,16.0,2.2,0,450.0
242,2025/06/12 11:57:04,2.0,17.0,2.2,0,527.0
243,2025/06/12 11:57:20,0.0,18.0,2.4,1,300.0
244,2025/06/12 11:57:37,2.0,19.0,2.4,0,527.0
245,2025/06/12 11:57:53,1.0,20.0,2.4,0,450.0
246,2025/06/12 11:58:09,2.0,21.0,2.4,0,527.0
247,2025/06/12 11:58:26,1.0,22.0,2.4,0,450.0
248,2025/06/12 11:58:42,2.0,23.0,2.4,0,527.0
249,2025/06/12 11:58:58,1.0,24.0,2.4,0,450.0
250,2025/06/12 11:59:15,2.0,25.000000000000004,2.4,0,527.0
251,2025/06/12 11:59:31,1.0,26.0,2.4,0,450.0
252,2025/06/12 11:59:47,0.0,27.0,2.6,1,300.0
253,2025/06/12 12:00:05,1.0,28.0,2.6,0,450.0
254,2025/06/12 12:00:21,2.0,29.0,2.6,0,527.0
255,2025/06/12 12:00:37,1.0,29.999999999999996,2.6,0,450.0
256,2025/06/12 12:00:54,2.0,31.0,2.6,0,527.0
257,2025/06/12 12:01:10,1.0,32.0,2.6,0,450.0
258,2025/06/12 12:01:27,2.0,33.0,2.6,0,527.0
259,2025/06/12 12:01:43,1.0,34.0,2.6,0,450.0
260,2025/06/12 12:01:59,2.0,35.0,2.6,0,527.0
261,2025/06/12 12:02:16,0.0,36.0,2.8,1,300.0
262,2025/06/12 12:02:32,2.0,37.0,2.8,0,527.0
263,2025/06/12 12:02:48,1.0,38.0,2.8,0,450.0
264,2025/06/12 12:03:05,2.0,39.0,2.8,0,527.0
265,2025/06/12 12:03:21,1.0,40.0,2.8,0,450.0
266,2025/06/12 12:03:37,2.0,41.0,2.8,0,527.0
267,2025/06/12 12:03:54,1.0,42.0,2.8,0,450.0
268,2025/06/12 12:04:10,2.0,43.0,2.8,0,527.0
269,2025/06/12 12:04:27,1.0,44.0,2.8,0,450.0
270,2025/06/12 12:04:43,0.0,0.0,2.0,1,300.0
271,2025/06/12 12:04:59,2.0,1.0,2.0,0,527.0
272,2025/06/12 12:05:15,1.0,2.0,2.0,0,450.0
273,2025/06/12 12:05:32,2.0,3.0,2.0,0,527.0
274,2025/06/12 12:05:48,1.0,4.0,2.0,0,450.0
275,2025/06/12 12:06:05,2.0,5.0,2.0,0,527.0
276,2025/06/12 12:06:21,1.0,6.0,2.0,0,450.0
277,2025/06/12 12:06:37,2.0,7.0,2.0,0,527.0
278,2025/06/12 12:06:53,1.0,8.0,2.0,0,450.0
279,2025/06/12 12:07:10,0.0,9.0,2.2,1,300.0
280,2025/06/12 12:07:26,1.0,10.0,2.2,0,450.0
281,2025/06/12 12:07:43,2.0,11.0,2.2,0,527.0
282,2025/06/12 12:07:59,1.0,12.0,2.2,0,450.0
283,2025/06/12 12:08:16,2.0,13.0,2.2,0,527.0
284,2025/06/12 12:08:33,1.0,14.0,2.2,0,450.0
285,2025/06/12 12:08:50,2.0,14.999999999999998,2.2,0,527.0
286,2025/06/12 12:09:07,1.0,16.0,2.2,0,450.0
287,2025/06/12 12:09:24,2.0,17.0,2.2,0,527.0
288,2025/06/12 12:09:42,0.0,18.0,2.4,1,300.0
289,2025/06/12 12:09:58,2.0,19.0,2.4,0,527.0
290,2025/06/12 12:10:14,1.0,20.0,2.4,0,450.0
291,2025/06/12 12:10:31,2.0,21.0,2.4,0,527.0
292,2025/06/12 12:10:47,1.0,22.0,2.4,0,450.0
293,2025/06/12 12:11:04,2.0,23.0,2.4,0,527.0
294,2025/06/12 12:11:21,1.0,24.0,2.4,0,450.0
295,2025/06/12 12:11:37,2.0,25.000000000000004,2.4,0,527.0
296,2025/06/12 12:11:55,1.0,26.0,2.4,0,450.0
297,2025/06/12 12:12:12,0.0,27.0,2.6,1,300.0
298,2025/06/12 12:12:29,1.0,28.0,2.6,0,450.0
299,2025/06/12 12:12:46,2.0,29.0,2.6,0,527.0
300,2025/06/12 12:13:03,1.0,29.999999999999996,2.6,0,450.0
301,2025/06/12 12:13:20,2.0,31.0,2.6,0,527.0
302,2025/06/12 12:13:37,1.0,32.0,2.6,0,450.0
303,2025/06/12 12:13:54,2.0,33.0,2.6,0,527.0
304,2025/06/12 12:14:11,1.0,34.0,2.6,0,450.0
305,2025/06/12 12:14:28,2.0,35.0,2.6,0,527.0
306,2025/06/12 12:14:44,0.0,36.0,2.8,1,300.0
307,2025/06/12 12:15:01,2.0,37.0,2.8,0,527.0
308,2025/06/12 12:15:19,1.0,38.0,2.8,0,450.0
309,2025/06/12 12:15:36,2.0,39.0,2.8,0,527.0
310,2025/06/12 12:15:53,1.0,40.0,2.8,0,450.0
311,2025/06/12 12:16:10,2.0,41.0,2.8,0,527.0
312,2025/06/12 12:16:27,1.0,42.0,2.8,0,450.0
313,2025/06/12 12:16:45,2.0,43.0,2.8,0,527.0
314,2025/06/12 12:17:02,1.0,44.0,2.8,0,450.0
315,2025/06/12 12:17:19,0.0,0.0,2.0,1,300.0
316,2025/06/12 12:17:36,2.0,1.0,2.0,0,527.0
317,2025/06/12 12:17:52,1.0,2.0,2.0,0,450.0
318,2025/06/12 12:18:09,2.0,3.0,2.0,0,527.0
319,2025/06/12 12:18:25,1.0,4.0,2.0,0,450.0
320,2025/06/12 12:18:42,2.0,5.0,2.0,0,527.0
321,2025/06/12 12:18:59,1.0,6.0,2.0,0,450.0
322,2025/06/12 12:19:16,2.0,7.0,2.0,0,527.0
323,2025/06/12 12:19:33,1.0,8.0,2.0,0,450.0
324,2025/06/12 12:19:50,0.0,9.0,2.2,1,300.0
325,2025/06/12 12:20:07,1.0,10.0,2.2,0,450.0
326,2025/06/12 12:20:25,2.0,11.0,2.2,0,527.0
327,2025/06/12 12:20:41,1.0,12.0,2.2,0,450.0
328,2025/06/12 12:20:58,2.0,13.0,2.2,0,527.0
329,2025/06/12 12:21:15,1.0,14.0,2.2,0,450.0
330,2025/06/12 12:21:32,2.0,14.999999999999998,2.2,0,527.0
331,2025/06/12 12:21:49,1.0,16.0,2.2,0,450.0
332,2025/06/12 12:22:07,2.0,17.0,2.2,0,527.0
333,2025/06/12 12:22:23,0.0,18.0,2.4,1,300.0
334,2025/06/12 12:22:40,2.0,19.0,2.4,0,527.0
335,2025/06/12 12:22:58,1.0,20.0,2.4,0,450.0
336,2025/06/12 12:23:14,2.0,21.0,2.4,0,527.0
337,2025/06/12 12:23:31,1.0,22.0,2.4,0,450.0
338,2025/06/12 12:23:49,2.0,23.0,2.4,0,527.0
339,2025/06/12 12:24:05,1.0,24.0,2.4,0,450.0
340,2025/06/12 12:24:22,2.0,25.000000000000004,2.4,0,527.0
341,2025/06/12 12:24:39,1.0,26.0,2.4,0,450.0
342,2025/06/12 12:24:56,0.0,27.0,2.6,1,300.0
343,2025/06/12 12:25:13,1.0,28.0,2.6,0,450.0
344,2025/06/12 12:25:30,2.0,29.0,2.6,0,527.0
345,2025/06/12 12:25:47,1.0,29.999999999999996,2.6,0,450.0
346,2025/06/12 12:26:04,2.0,31.0,2.6,0,527.0
347,2025/06/12 12:26:21,1.0,32.0,2.6,0,450.0
348,2025/06/12 12:26:38,2.0,33.0,2.6,0,527.0
349,2025/06/12 12:26:55,1.0,34.0,2.6,0,450.0
350,2025/06/12 12:27:11,2.0,35.0,2.6,0,527.0
351,2025/06/12 12:27:28,0.0,36.0,2.8,1,300.0
352,2025/06/12 12:27:45,2.0,37.0,2.8,0,527.0
353,2025/06/12 12:28:03,1.0,38.0,2.8,0,450.0
354,2025/06/12 12:28:20,2.0,39.0,2.8,0,527.0
355,2025/06/12 12:28:37,1.0,40.0,2.8,0,450.0
356,2025/06/12 12:28:54,2.0,41.0,2.8,0,527.0
357,2025/06/12 12:29:11,1.0,42.0,2.8,0,450.0
358,2025/06/12 12:29:28,2.0,43.0,2.8,0,527.0
359,2025/06/12 12:29:45,1.0,44.0,2.8,0,450.0
360,2025/06/12 12:30:02,0.0,0.0,2.0,1,300.0
361,2025/06/12 12:30:19,2.0,1.0,2.0,0,527.0
362,2025/06/12 12:30:36,1.0,2.0,2.0,0,450.0
363,2025/06/12 12:30:52,2.0,3.0,2.0,0,527.0
364,2025/06/12 12:31:09,1.0,4.0,2.0,0,450.0
365,2025/06/12 12:31:25,2.0,5.0,2.0,0,527.0
366,2025/06/12 12:31:43,1.0,6.0,2.0,0,450.0
367,2025/06/12 12:31:59,2.0,7.0,2.0,0,527.0
368,2025/06/12 12:32:17,1.0,8.0,2.0,0,450.0
369,2025/06/12 12:32:34,0.0,9.0,2.2,1,300.0
370,2025/06/12 12:32:50,1.0,10.0,2.2,0,450.0
371,2025/06/12 12:33:07,2.0,11.0,2.2,0,527.0
372,2025/06/12 12:33:24,1.0,12.0,2.2,0,450.0
373,2025/06/12 12:33:42,2.0,13.0,2.2,0,527.0
374,2025/06/12 12:33:59,1.0,14.0,2.2,0,450.0
375,2025/06/12 12:34:15,2.0,14.999999999999998,2.2,0,527.0
376,2025/06/12 12:34:32,1.0,16.0,2.2,0,450.0
377,2025/06/12 12:34:50,2.0,17.0,2.2,0,527.0
378,2025/06/12 12:35:06,0.0,18.0,2.4,1,300.0
379,2025/06/12 12:35:23,2.0,19.0,2.4,0,527.0
380,2025/06/12 12:35:39,1.0,20.0,2.4,0,450.0
381,2025/06/12 12:35:56,2.0,21.0,2.4,0,527.0
382,2025/06/12 12:36:13,1.0,22.0,2.4,0,450.0
383,2025/06/12 12:36:30,2.0,23.0,2.4,0,527.0
384,2025/06/12 12:36:47,1.0,24.0,2.4,0,450.0
385,2025/06/12 12:37:04,2.0,25.000000000000004,2.4,0,527.0
386,2025/06/12 12:37:21,1.0,26.0,2.4,0,450.0
387,2025/06/12 12:37:38,0.0,27.0,2.6,1,300.0
388,2025/06/12 12:37:55,1.0,28.0,2.6,0,450.0
389,2025/06/12 12:38:12,2.0,29.0,2.6,0,527.0
390,2025/06/12 12:38:28,1.0,29.999999999999996,2.6,0,450.0
391,2025/06/12 12:38:47,2.0,31.0,2.6,0,527.0
392,2025/06/12 12:39:03,1.0,32.0,2.6,0,450.0
393,2025/06/12 12:39:20,2.0,33.0,2.6,0,527.0
394,2025/06/12 12:39:36,1.0,34.0,2.6,0,450.0
395,2025/06/12 12:39:53,2.0,35.0,2.6,0,527.0
396,2025/06/12 12:40:10,0.0,36.0,2.8,1,300.0
397,2025/06/12 12:40:27,2.0,37.0,2.8,0,527.0
398,2025/06/12 12:40:43,1.0,38.0,2.8,0,450.0
399,2025/06/12 12:41:00,2.0,39.0,2.8,0,527.0
400,2025/06/12 12:41:17,1.0,40.0,2.8,0,450.0
401,2025/06/12 12:41:34,2.0,41.0,2.8,0,527.0
402,2025/06/12 12:41:51,1.0,42.0,2.8,0,450.0
403,2025/06/12 12:42:08,2.0,43.0,2.8,0,527.0
404,2025/06/12 12:42:24,1.0,44.0,2.8,0,450.0
405,2025/06/12 12:42:41,0.0,0.0,2.0,1,300.0
406,2025/06/12 12:42:58,2.0,1.0,2.0,0,527.0
407,2025/06/12 12:43:15,1.0,2.0,2.0,0,450.0
408,2025/06/12 12:43:32,2.0,3.0,2.0,0,527.0
409,2025/06/12 12:43:49,1.0,4.0,2.0,0,450.0
410,2025/06/12 12:44:07,2.0,5.0,2.0,0,527.0
411,2025/06/12 12:44:25,1.0,6.0,2.0,0,450.0
412,2025/06/12 12:44:42,2.0,7.0,2.0,0,527.0
