shot_idx,shot_start_time,LocalVariables.ImagingBlowOutID,LocalVariables.ShotTypeID,LocalVariables.XbarFrequency,GlobalLatticeVariables2.IsImageBIFormation,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.LatticeFreezePhysicsNortheastPower,GlobalLatticeVariables2.LatticeFreezePhysicsNorthwestPower,GlobalLatticeVariables2.PhaseLockXGainFreezeValue,GlobalLatticeVariables2.PhysicsIntLatticeXFreezePower,GlobalLatticeVariables2.PhysicsIntLatticeYFreezePower,GlobalLatticeVariables2.IntLatticeRampDownTime,GlobalLatticeVariables2.IsSplittingFieldRamped,GlobalLatticeVariables2.ChargeSplittingFieldRampTime,GlobalLatticeVariables2.LatticeFreezeMicrowaveAfterFreezing,GlobalLatticeVariables2.LatticeMicrowaveType,GlobalImagingVariables2.IsSpinBlowOutPulse,GlobalImagingVariables2.IsSkipSpinBlowOutLight,GlobalImagingVariables2.SpinBlowOutPulsePulseWidth,GlobalImagingVariables2.SpinBlowOutPulseDetuning,GlobalImagingVariables2.SpinBlowOutPulseMagneticField,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning,GlobalImagingVariables2.SecondSpinBlowOutPulseMagneticField,GlobalImagingVariables2.ThirdSpinBlowOutPulseDetuning,GlobalImagingVariables2.ThirdSpinBlowOutPulseMagneticField,GlobalImagingVariables2.FourthSpinBlowOutPulseDetuning,GlobalImagingVariables2.FourthSpinBlowOutPulseMagneticField,GlobalPulseVariables2.LatticeMicrowaveField,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalPulseVariables2.LatticeMicrowaveExtAmplitude,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalPulseVariables2.LatticeMicrowaveSweepWidth
92,2025/06/18 11:48:19,1.0,8.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
93,2025/06/18 11:48:36,2.0,9.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
94,2025/06/18 11:48:53,0.0,10.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,1,5.0,450.0,500.0,300.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
95,2025/06/18 11:49:10,1.0,11.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,1,1,1,0,10.0,605.5,610.0,766.0,610.0,1088.3,610.0,1010.9,610.0,610.0,40.0,0.6,83.50678,8.0
96,2025/06/18 11:49:27,1.0,12.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
97,2025/06/18 11:49:44,2.0,13.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
98,2025/06/18 11:50:01,1.0,14.000000000000002,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
99,2025/06/18 11:50:18,2.0,15.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
100,2025/06/18 11:50:35,1.0,16.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
101,2025/06/18 11:50:52,2.0,17.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
102,2025/06/18 11:51:09,1.0,18.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
103,2025/06/18 11:51:26,2.0,19.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
104,2025/06/18 11:51:43,0.0,20.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,1,5.0,450.0,500.0,300.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
105,2025/06/18 11:52:00,1.0,21.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,1,1,1,0,10.0,605.5,610.0,766.0,610.0,1088.3,610.0,1010.9,610.0,610.0,40.0,0.6,83.50678,8.0
106,2025/06/18 11:52:17,1.0,22.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
107,2025/06/18 11:52:34,2.0,23.000000000000004,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
108,2025/06/18 11:52:51,1.0,24.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
109,2025/06/18 11:53:08,2.0,25.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
110,2025/06/18 11:53:25,1.0,26.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
111,2025/06/18 11:53:42,2.0,27.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
112,2025/06/18 11:53:59,1.0,28.000000000000004,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
113,2025/06/18 11:54:15,2.0,29.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
114,2025/06/18 11:54:32,0.0,30.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,1,5.0,450.0,500.0,300.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
115,2025/06/18 11:54:49,1.0,31.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,1,1,1,0,10.0,605.5,610.0,766.0,610.0,1088.3,610.0,1010.9,610.0,610.0,40.0,0.6,83.50678,8.0
116,2025/06/18 11:55:06,1.0,32.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
117,2025/06/18 11:55:23,2.0,33.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
118,2025/06/18 11:55:40,1.0,34.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
119,2025/06/18 11:55:57,2.0,35.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
120,2025/06/18 11:56:14,1.0,36.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
121,2025/06/18 11:56:31,2.0,37.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
122,2025/06/18 11:56:48,1.0,38.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
123,2025/06/18 11:57:05,2.0,39.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
124,2025/06/18 11:57:22,0.0,40.0,730.0,1,0.01,0.1,1.8,1.5,-0.5,0.2,1.5,1.0,1,50.0,0,0,0,1,5.0,450.0,500.0,300.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
125,2025/06/18 11:57:39,1.0,41.0,730.0,1,0.01,0.1,1.8,1.5,-0.5,0.2,1.5,1.0,1,50.0,1,1,1,0,10.0,605.5,610.0,766.0,610.0,1088.3,610.0,1010.9,610.0,610.0,40.0,0.6,83.50678,8.0
126,2025/06/18 11:57:56,0.0,0.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,1,5.0,450.0,500.0,300.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
127,2025/06/18 11:58:13,1.0,1.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,1,1,1,0,10.0,605.5,610.0,766.0,610.0,1088.3,610.0,1010.9,610.0,610.0,40.0,0.6,83.50678,8.0
128,2025/06/18 11:58:30,1.0,2.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
129,2025/06/18 11:58:47,2.0,3.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
130,2025/06/18 11:59:04,1.0,4.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
131,2025/06/18 11:59:21,2.0,5.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
132,2025/06/18 11:59:38,1.0,6.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
133,2025/06/18 11:59:54,2.0,7.000000000000001,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
134,2025/06/18 12:00:11,1.0,8.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
135,2025/06/18 12:00:28,2.0,9.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
136,2025/06/18 12:00:45,0.0,10.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,1,5.0,450.0,500.0,300.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
137,2025/06/18 12:01:02,1.0,11.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,1,1,1,0,10.0,605.5,610.0,766.0,610.0,1088.3,610.0,1010.9,610.0,610.0,40.0,0.6,83.50678,8.0
138,2025/06/18 12:01:19,1.0,12.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
139,2025/06/18 12:01:36,2.0,13.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
140,2025/06/18 12:01:53,1.0,14.000000000000002,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
141,2025/06/18 12:02:10,2.0,15.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
142,2025/06/18 12:02:27,1.0,16.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
143,2025/06/18 12:02:45,2.0,17.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
144,2025/06/18 12:03:02,1.0,18.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
145,2025/06/18 12:03:19,2.0,19.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
146,2025/06/18 12:03:36,0.0,20.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,1,5.0,450.0,500.0,300.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
147,2025/06/18 12:03:53,1.0,21.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,1,1,1,0,10.0,605.5,610.0,766.0,610.0,1088.3,610.0,1010.9,610.0,610.0,40.0,0.6,83.50678,8.0
148,2025/06/18 12:04:10,1.0,22.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
149,2025/06/18 12:04:27,2.0,23.000000000000004,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
150,2025/06/18 12:04:44,1.0,24.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
151,2025/06/18 12:05:01,2.0,25.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
152,2025/06/18 12:05:18,1.0,26.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
153,2025/06/18 12:05:35,2.0,27.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
154,2025/06/18 12:05:52,1.0,28.000000000000004,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
155,2025/06/18 12:06:09,2.0,29.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
156,2025/06/18 12:06:25,0.0,30.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,1,5.0,450.0,500.0,300.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
157,2025/06/18 12:06:42,1.0,31.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,1,1,1,0,10.0,605.5,610.0,766.0,610.0,1088.3,610.0,1010.9,610.0,610.0,40.0,0.6,83.50678,8.0
158,2025/06/18 12:07:00,1.0,32.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
159,2025/06/18 12:07:16,2.0,33.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
160,2025/06/18 12:07:33,1.0,34.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
161,2025/06/18 12:07:50,2.0,35.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
162,2025/06/18 12:08:07,1.0,36.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
163,2025/06/18 12:08:25,2.0,37.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
164,2025/06/18 12:08:42,1.0,38.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
165,2025/06/18 12:08:59,2.0,39.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
166,2025/06/18 12:09:15,0.0,40.0,730.0,1,0.01,0.1,1.8,1.5,-0.5,0.2,1.5,1.0,1,50.0,0,0,0,1,5.0,450.0,500.0,300.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
167,2025/06/18 12:09:32,1.0,41.0,730.0,1,0.01,0.1,1.8,1.5,-0.5,0.2,1.5,1.0,1,50.0,1,1,1,0,10.0,605.5,610.0,766.0,610.0,1088.3,610.0,1010.9,610.0,610.0,40.0,0.6,83.50678,8.0
168,2025/06/18 12:09:49,0.0,0.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,1,5.0,450.0,500.0,300.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
169,2025/06/18 12:10:06,1.0,1.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,1,1,1,0,10.0,605.5,610.0,766.0,610.0,1088.3,610.0,1010.9,610.0,610.0,40.0,0.6,83.50678,8.0
170,2025/06/18 12:10:23,1.0,2.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
171,2025/06/18 12:10:40,2.0,3.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
172,2025/06/18 12:10:57,1.0,4.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
173,2025/06/18 12:11:14,2.0,5.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
174,2025/06/18 12:11:31,1.0,6.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
175,2025/06/18 12:11:48,2.0,7.000000000000001,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
176,2025/06/18 12:12:05,1.0,8.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
177,2025/06/18 12:12:22,2.0,9.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
178,2025/06/18 12:12:39,0.0,10.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,1,5.0,450.0,500.0,300.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
179,2025/06/18 12:12:56,1.0,11.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,1,1,1,0,10.0,605.5,610.0,766.0,610.0,1088.3,610.0,1010.9,610.0,610.0,40.0,0.6,83.50678,8.0
180,2025/06/18 12:13:13,1.0,12.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
181,2025/06/18 12:13:30,2.0,13.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
182,2025/06/18 12:13:47,1.0,14.000000000000002,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
183,2025/06/18 12:14:04,2.0,15.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
184,2025/06/18 12:14:21,1.0,16.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
185,2025/06/18 12:14:38,2.0,17.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
186,2025/06/18 12:14:55,1.0,18.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
187,2025/06/18 12:15:12,2.0,19.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
188,2025/06/18 12:15:29,0.0,20.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,1,5.0,450.0,500.0,300.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
189,2025/06/18 12:15:46,1.0,21.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,1,1,1,0,10.0,605.5,610.0,766.0,610.0,1088.3,610.0,1010.9,610.0,610.0,40.0,0.6,83.50678,8.0
190,2025/06/18 12:16:03,1.0,22.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
