shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,LocalVariables.XbarFrequency,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,LocalVariables.ScanID4,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,LocalVariables.DMDID2,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,LocalVariables.ShotTypeID,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,LocalVariables.DMDID,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.SecondDMD1RampPower
125,125,2025/03/21 08:47:37,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,8.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
126,126,2025/03/21 08:47:55,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,0.0,0.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
127,127,2025/03/21 08:48:13,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,1.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
128,128,2025/03/21 08:48:31,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,2.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
129,129,2025/03/21 08:48:49,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,3.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
130,130,2025/03/21 08:49:08,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,4.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
131,131,2025/03/21 08:49:26,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,5.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
132,132,2025/03/21 08:49:44,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,6.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
133,133,2025/03/21 08:50:03,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,7.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
134,134,2025/03/21 08:50:21,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,8.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
135,135,2025/03/21 08:50:39,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,0.0,0.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
136,136,2025/03/21 08:50:57,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,1.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
137,137,2025/03/21 08:51:15,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,2.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
138,138,2025/03/21 08:51:33,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,3.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
139,139,2025/03/21 08:51:51,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,4.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
140,140,2025/03/21 08:52:10,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,5.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
141,141,2025/03/21 08:52:28,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,6.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
142,142,2025/03/21 08:52:46,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,7.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
143,143,2025/03/21 08:53:04,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,8.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
144,144,2025/03/21 08:53:22,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,0.0,0.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
145,145,2025/03/21 08:53:40,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,1.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
146,146,2025/03/21 08:53:59,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,2.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
147,147,2025/03/21 08:54:17,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,3.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
148,148,2025/03/21 08:54:35,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,4.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
149,149,2025/03/21 08:54:53,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,5.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
150,150,2025/03/21 08:55:11,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,6.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
151,151,2025/03/21 08:55:29,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,7.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
152,152,2025/03/21 08:55:47,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,8.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
153,153,2025/03/21 08:56:05,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,0.0,0.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
154,154,2025/03/21 08:56:23,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,1.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
155,155,2025/03/21 08:56:41,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,2.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
156,156,2025/03/21 08:56:59,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,3.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
157,157,2025/03/21 08:57:18,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,4.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
158,158,2025/03/21 08:57:36,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,5.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
159,159,2025/03/21 08:57:54,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,6.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
160,160,2025/03/21 08:58:12,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,7.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
161,161,2025/03/21 08:58:30,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,8.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
162,162,2025/03/21 08:58:48,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,0.0,0.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
163,163,2025/03/21 08:59:06,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,1.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
164,164,2025/03/21 08:59:24,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,2.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
165,165,2025/03/21 08:59:43,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,3.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
166,166,2025/03/21 09:00:01,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,4.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
167,167,2025/03/21 09:00:19,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,5.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
168,168,2025/03/21 09:00:37,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,6.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
169,169,2025/03/21 09:00:55,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,7.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
170,170,2025/03/21 09:01:13,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,8.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
171,171,2025/03/21 09:01:31,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,0.0,0.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
172,172,2025/03/21 09:01:50,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,1.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
173,173,2025/03/21 09:02:08,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,2.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
174,174,2025/03/21 09:02:26,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,3.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
175,175,2025/03/21 09:02:44,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,4.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
176,176,2025/03/21 09:03:02,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,5.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
177,177,2025/03/21 09:03:20,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,6.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
178,178,2025/03/21 09:03:38,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,7.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
179,179,2025/03/21 09:03:57,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,8.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
180,180,2025/03/21 09:04:15,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,0.0,0.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
181,181,2025/03/21 09:04:33,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,1.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
182,182,2025/03/21 09:04:51,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,2.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
183,183,2025/03/21 09:05:09,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,3.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
184,184,2025/03/21 09:05:27,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,4.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
185,185,2025/03/21 09:05:45,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,5.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
186,186,2025/03/21 09:06:04,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,6.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
187,187,2025/03/21 09:06:22,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,7.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
188,188,2025/03/21 09:06:40,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,8.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
189,189,2025/03/21 09:06:58,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,0.0,0.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
190,190,2025/03/21 09:07:16,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,1.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
191,191,2025/03/21 09:07:34,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,2.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
192,192,2025/03/21 09:07:52,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,3.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
193,193,2025/03/21 09:08:11,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,4.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
194,194,2025/03/21 09:08:29,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,5.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
195,195,2025/03/21 09:08:47,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,6.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
196,196,2025/03/21 09:09:05,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,7.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
197,197,2025/03/21 09:09:23,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,8.0,1.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
198,198,2025/03/21 09:09:41,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,0.0,0.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
199,199,2025/03/21 09:09:59,30.0,0,7.26,10.0,0.0,100.0,12.0,35.0,773.0,93.0,174.746,100.0,0.0,0.975,0.0,0.0,18.0,1.0,2.0,14.0,5.0,0.0,228.2,200.0,30.0,590.0,b'250316_dmd0_iterative_compensation_pinning.pkl',22.0,1.0,14.0,28.0,163.4945,2.4,10.0
