shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,LocalVariables.DMDID,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.isUnloadReloadBI,LocalVariables.ShotTypeID,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,LocalVariables.ScanID4,LocalVariables.XbarFrequency,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.LatticeFreezeRampTime,LocalVariables.DMDID2,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower
128,128,2025/03/22 10:30:01,100.0,0.0,200.0,12.0,10.0,0,2.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
129,129,2025/03/22 10:30:20,100.0,0.0,200.0,12.0,10.0,0,3.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
130,130,2025/03/22 10:30:38,100.0,0.0,200.0,12.0,10.0,0,4.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
131,131,2025/03/22 10:30:57,100.0,0.0,200.0,12.0,10.0,0,5.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
132,132,2025/03/22 10:31:15,100.0,0.0,200.0,12.0,10.0,0,6.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
133,133,2025/03/22 10:31:34,100.0,0.0,200.0,12.0,10.0,0,7.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
134,134,2025/03/22 10:31:53,100.0,0.0,200.0,12.0,10.0,0,8.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
135,135,2025/03/22 10:32:12,100.0,0.0,200.0,12.0,10.0,0,0.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
136,136,2025/03/22 10:32:30,100.0,0.0,200.0,12.0,10.0,0,1.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
137,137,2025/03/22 10:32:49,100.0,0.0,200.0,12.0,10.0,0,2.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
138,138,2025/03/22 10:33:08,100.0,0.0,200.0,12.0,10.0,0,3.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
139,139,2025/03/22 10:33:26,100.0,0.0,200.0,12.0,10.0,0,4.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
140,140,2025/03/22 10:33:45,100.0,0.0,200.0,12.0,10.0,0,5.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
141,141,2025/03/22 10:34:04,100.0,0.0,200.0,12.0,10.0,0,6.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
142,142,2025/03/22 10:34:22,100.0,0.0,200.0,12.0,10.0,0,7.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
143,143,2025/03/22 10:34:41,100.0,0.0,200.0,12.0,10.0,0,8.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
144,144,2025/03/22 10:34:59,100.0,0.0,200.0,12.0,10.0,0,0.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
145,145,2025/03/22 10:35:18,100.0,0.0,200.0,12.0,10.0,0,1.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
146,146,2025/03/22 10:35:37,100.0,0.0,200.0,12.0,10.0,0,2.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
147,147,2025/03/22 10:35:55,100.0,0.0,200.0,12.0,10.0,0,3.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
148,148,2025/03/22 10:36:14,100.0,0.0,200.0,12.0,10.0,0,4.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
149,149,2025/03/22 10:36:33,100.0,0.0,200.0,12.0,10.0,0,5.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
150,150,2025/03/22 10:36:51,100.0,0.0,200.0,12.0,10.0,0,6.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
151,151,2025/03/22 10:37:10,100.0,0.0,200.0,12.0,10.0,0,7.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
152,152,2025/03/22 10:37:29,100.0,0.0,200.0,12.0,10.0,0,8.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
153,153,2025/03/22 10:37:48,100.0,0.0,200.0,12.0,10.0,0,0.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
154,154,2025/03/22 10:38:06,100.0,0.0,200.0,12.0,10.0,0,1.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
155,155,2025/03/22 10:38:25,100.0,0.0,200.0,12.0,10.0,0,2.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
156,156,2025/03/22 10:38:44,100.0,0.0,200.0,12.0,10.0,0,3.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
157,157,2025/03/22 10:39:02,100.0,0.0,200.0,12.0,10.0,0,4.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
158,158,2025/03/22 10:39:21,100.0,0.0,200.0,12.0,10.0,0,5.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
159,159,2025/03/22 10:39:40,100.0,0.0,200.0,12.0,10.0,0,6.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
160,160,2025/03/22 10:39:59,100.0,0.0,200.0,12.0,10.0,0,7.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
161,161,2025/03/22 10:40:17,100.0,0.0,200.0,12.0,10.0,0,8.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
162,162,2025/03/22 10:40:35,100.0,0.0,200.0,12.0,10.0,0,0.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
163,163,2025/03/22 10:40:54,100.0,0.0,200.0,12.0,10.0,0,1.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
164,164,2025/03/22 10:41:13,100.0,0.0,200.0,12.0,10.0,0,2.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
165,165,2025/03/22 10:41:31,100.0,0.0,200.0,12.0,10.0,0,3.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
166,166,2025/03/22 10:41:50,100.0,0.0,200.0,12.0,10.0,0,4.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
167,167,2025/03/22 10:42:09,100.0,0.0,200.0,12.0,10.0,0,5.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
168,168,2025/03/22 10:42:27,100.0,0.0,200.0,12.0,10.0,0,6.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
169,169,2025/03/22 10:42:46,100.0,0.0,200.0,12.0,10.0,0,7.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
170,170,2025/03/22 10:43:05,100.0,0.0,200.0,12.0,10.0,0,8.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
171,171,2025/03/22 10:43:23,100.0,0.0,200.0,12.0,10.0,0,0.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
172,172,2025/03/22 10:43:42,100.0,0.0,200.0,12.0,10.0,0,1.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
173,173,2025/03/22 10:44:00,100.0,0.0,200.0,12.0,10.0,0,2.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
174,174,2025/03/22 10:44:19,100.0,0.0,200.0,12.0,10.0,0,3.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
175,175,2025/03/22 10:44:37,100.0,0.0,200.0,12.0,10.0,0,4.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
176,176,2025/03/22 10:44:56,100.0,0.0,200.0,12.0,10.0,0,5.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
177,177,2025/03/22 10:45:15,100.0,0.0,200.0,12.0,10.0,0,6.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
178,178,2025/03/22 10:45:33,100.0,0.0,200.0,12.0,10.0,0,7.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
179,179,2025/03/22 10:45:52,100.0,0.0,200.0,12.0,10.0,0,8.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
180,180,2025/03/22 10:46:11,100.0,0.0,200.0,12.0,10.0,0,0.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
181,181,2025/03/22 10:46:29,100.0,0.0,200.0,12.0,10.0,0,1.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
182,182,2025/03/22 10:46:48,100.0,0.0,200.0,12.0,10.0,0,2.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
183,183,2025/03/22 10:47:07,100.0,0.0,200.0,12.0,10.0,0,3.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
184,184,2025/03/22 10:47:25,100.0,0.0,200.0,12.0,10.0,0,4.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
185,185,2025/03/22 10:47:44,100.0,0.0,200.0,12.0,10.0,0,5.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
186,186,2025/03/22 10:48:02,100.0,0.0,200.0,12.0,10.0,0,6.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
187,187,2025/03/22 10:48:22,100.0,0.0,200.0,12.0,10.0,0,7.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
188,188,2025/03/22 10:48:40,100.0,0.0,200.0,12.0,10.0,0,8.0,0.0,163.4945,30.0,100.0,18.0,228.2,14.0,2.6,93.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',0.975,174.746,28.0,1.0,590.0,14.0,5.0,22.0,0.0,0.0,773.0,7.26,30.0,0.0,10.0,35.0
