shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.UnloadLatticeDMD1Power,LocalVariables.ShotTypeID,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,LocalVariables.DMDID,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,LocalVariables.XbarFrequency,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,LocalVariables.DMDID2,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalPulseVariables2.LatticeMicrowaveFrequency,LocalVariables.ScanID4
462,462,2025/03/21 13:02:38,590.0,35.0,174.746,200.0,100.0,2.2,14.0,3.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
463,463,2025/03/21 13:02:56,590.0,35.0,174.746,200.0,100.0,2.2,14.0,4.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
464,464,2025/03/21 13:03:15,590.0,35.0,174.746,200.0,100.0,2.2,14.0,5.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
465,465,2025/03/21 13:03:34,590.0,35.0,174.746,200.0,100.0,2.2,14.0,6.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
466,466,2025/03/21 13:03:52,590.0,35.0,174.746,200.0,100.0,2.2,14.0,7.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
467,467,2025/03/21 13:04:11,590.0,35.0,174.746,200.0,100.0,2.2,14.0,8.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
468,468,2025/03/21 13:04:30,590.0,35.0,174.746,200.0,100.0,2.2,14.0,0.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
469,469,2025/03/21 13:04:49,590.0,35.0,174.746,200.0,100.0,2.2,14.0,1.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
470,470,2025/03/21 13:05:08,590.0,35.0,174.746,200.0,100.0,2.2,14.0,2.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
471,471,2025/03/21 13:05:26,590.0,35.0,174.746,200.0,100.0,2.2,14.0,3.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
472,472,2025/03/21 13:05:45,590.0,35.0,174.746,200.0,100.0,2.2,14.0,4.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
473,473,2025/03/21 13:06:04,590.0,35.0,174.746,200.0,100.0,2.2,14.0,5.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
474,474,2025/03/21 13:06:23,590.0,35.0,174.746,200.0,100.0,2.2,14.0,6.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
475,475,2025/03/21 13:06:41,590.0,35.0,174.746,200.0,100.0,2.2,14.0,7.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
476,476,2025/03/21 13:07:00,590.0,35.0,174.746,200.0,100.0,2.2,14.0,8.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
477,477,2025/03/21 13:07:19,590.0,35.0,174.746,200.0,100.0,2.2,14.0,0.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
478,478,2025/03/21 13:07:38,590.0,35.0,174.746,200.0,100.0,2.2,14.0,1.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
479,479,2025/03/21 13:07:57,590.0,35.0,174.746,200.0,100.0,2.2,14.0,2.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
480,480,2025/03/21 13:08:15,590.0,35.0,174.746,200.0,100.0,2.2,14.0,3.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
481,481,2025/03/21 13:08:35,590.0,35.0,174.746,200.0,100.0,2.2,14.0,4.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
482,482,2025/03/21 13:08:54,590.0,35.0,174.746,200.0,100.0,2.2,14.0,5.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
483,483,2025/03/21 13:09:12,590.0,35.0,174.746,200.0,100.0,2.2,14.0,6.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
484,484,2025/03/21 13:09:31,590.0,35.0,174.746,200.0,100.0,2.2,14.0,7.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
485,485,2025/03/21 13:09:50,590.0,35.0,174.746,200.0,100.0,2.2,14.0,8.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
486,486,2025/03/21 13:10:09,590.0,35.0,174.746,200.0,100.0,2.2,14.0,0.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
487,487,2025/03/21 13:10:27,590.0,35.0,174.746,200.0,100.0,2.2,14.0,1.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
488,488,2025/03/21 13:10:46,590.0,35.0,174.746,200.0,100.0,2.2,14.0,2.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
489,489,2025/03/21 13:11:05,590.0,35.0,174.746,200.0,100.0,2.2,14.0,3.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
490,490,2025/03/21 13:11:23,590.0,35.0,174.746,200.0,100.0,2.2,14.0,4.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
491,491,2025/03/21 13:11:42,590.0,35.0,174.746,200.0,100.0,2.2,14.0,5.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
492,492,2025/03/21 13:12:01,590.0,35.0,174.746,200.0,100.0,2.2,14.0,6.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
493,493,2025/03/21 13:12:20,590.0,35.0,174.746,200.0,100.0,2.2,14.0,7.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
494,494,2025/03/21 13:12:39,590.0,35.0,174.746,200.0,100.0,2.2,14.0,8.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
495,495,2025/03/21 13:12:58,590.0,35.0,174.746,200.0,100.0,2.2,14.0,0.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
496,496,2025/03/21 13:13:17,590.0,35.0,174.746,200.0,100.0,2.2,14.0,1.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
497,497,2025/03/21 13:13:36,590.0,35.0,174.746,200.0,100.0,2.2,14.0,2.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
498,498,2025/03/21 13:13:54,590.0,35.0,174.746,200.0,100.0,2.2,14.0,3.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
499,499,2025/03/21 13:14:13,590.0,35.0,174.746,200.0,100.0,2.2,14.0,4.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
500,500,2025/03/21 13:14:32,590.0,35.0,174.746,200.0,100.0,2.2,14.0,5.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
501,501,2025/03/21 13:14:51,590.0,35.0,174.746,200.0,100.0,2.2,14.0,6.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
502,502,2025/03/21 13:15:09,590.0,35.0,174.746,200.0,100.0,2.2,14.0,7.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
503,503,2025/03/21 13:15:28,590.0,35.0,174.746,200.0,100.0,2.2,14.0,8.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
504,504,2025/03/21 13:15:47,590.0,35.0,174.746,200.0,100.0,2.2,14.0,0.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
505,505,2025/03/21 13:16:05,590.0,35.0,174.746,200.0,100.0,2.2,14.0,1.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
506,506,2025/03/21 13:16:23,590.0,35.0,174.746,200.0,100.0,2.2,14.0,2.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
507,507,2025/03/21 13:16:41,590.0,35.0,174.746,200.0,100.0,2.2,14.0,3.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
508,508,2025/03/21 13:17:00,590.0,35.0,174.746,200.0,100.0,2.2,14.0,4.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
509,509,2025/03/21 13:17:18,590.0,35.0,174.746,200.0,100.0,2.2,14.0,5.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
510,510,2025/03/21 13:17:36,590.0,35.0,174.746,200.0,100.0,2.2,14.0,6.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
511,511,2025/03/21 13:17:54,590.0,35.0,174.746,200.0,100.0,2.2,14.0,7.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
512,512,2025/03/21 13:18:12,590.0,35.0,174.746,200.0,100.0,2.2,14.0,8.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
513,513,2025/03/21 13:18:30,590.0,35.0,174.746,200.0,100.0,2.2,14.0,0.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
514,514,2025/03/21 13:18:49,590.0,35.0,174.746,200.0,100.0,2.2,14.0,1.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
515,515,2025/03/21 13:19:07,590.0,35.0,174.746,200.0,100.0,2.2,14.0,2.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
516,516,2025/03/21 13:19:25,590.0,35.0,174.746,200.0,100.0,2.2,14.0,3.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
517,517,2025/03/21 13:19:43,590.0,35.0,174.746,200.0,100.0,2.2,14.0,4.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
518,518,2025/03/21 13:20:02,590.0,35.0,174.746,200.0,100.0,2.2,14.0,5.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
519,519,2025/03/21 13:20:20,590.0,35.0,174.746,200.0,100.0,2.2,14.0,6.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
520,520,2025/03/21 13:20:38,590.0,35.0,174.746,200.0,100.0,2.2,14.0,7.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
521,521,2025/03/21 13:20:56,590.0,35.0,174.746,200.0,100.0,2.2,14.0,8.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
522,522,2025/03/21 13:21:14,590.0,35.0,174.746,200.0,100.0,2.2,14.0,0.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
523,523,2025/03/21 13:21:33,590.0,35.0,174.746,200.0,100.0,2.2,14.0,1.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
524,524,2025/03/21 13:21:51,590.0,35.0,174.746,200.0,100.0,2.2,14.0,2.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
525,525,2025/03/21 13:22:09,590.0,35.0,174.746,200.0,100.0,2.2,14.0,3.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
526,526,2025/03/21 13:22:28,590.0,35.0,174.746,200.0,100.0,2.2,14.0,4.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
527,527,2025/03/21 13:22:46,590.0,35.0,174.746,200.0,100.0,2.2,14.0,5.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
528,528,2025/03/21 13:23:04,590.0,35.0,174.746,200.0,100.0,2.2,14.0,6.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
529,529,2025/03/21 13:23:22,590.0,35.0,174.746,200.0,100.0,2.2,14.0,7.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
530,530,2025/03/21 13:23:40,590.0,35.0,174.746,200.0,100.0,2.2,14.0,8.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
531,531,2025/03/21 13:23:58,590.0,35.0,174.746,200.0,100.0,2.2,14.0,0.0,0.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
532,532,2025/03/21 13:24:17,590.0,35.0,174.746,200.0,100.0,2.2,14.0,1.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
533,533,2025/03/21 13:24:35,590.0,35.0,174.746,200.0,100.0,2.2,14.0,2.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
534,534,2025/03/21 13:24:53,590.0,35.0,174.746,200.0,100.0,2.2,14.0,3.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
535,535,2025/03/21 13:25:12,590.0,35.0,174.746,200.0,100.0,2.2,14.0,4.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
536,536,2025/03/21 13:25:30,590.0,35.0,174.746,200.0,100.0,2.2,14.0,5.0,2.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,28.0,5.0,0.0,18.0,773.0,30.0,163.4945,93.0,0.0,0.0,7.26,14.0,100.0,10.0,10.0,0.0,0.975,0,30.0,1.0,22.0,228.2,0.0
