shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.isUnloadReloadBI,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,LocalVariables.DMDID2,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,LocalVariables.ImagingBlowOutID,LocalVariables.ScanID4,LocalVariables.DMDID,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.FinalStateGradientCurrent,LocalVariables.XbarFrequency,LocalVariables.ShotTypeID,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.PhysicsSplitYInitialPower
805,805,2025/03/25 05:18:53,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,4.0,174.746,0.0,12.0,163.4945
806,806,2025/03/25 05:19:12,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,5.0,174.746,0.0,12.0,163.4945
807,807,2025/03/25 05:19:31,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,6.0,174.746,0.0,12.0,163.4945
808,808,2025/03/25 05:19:50,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,7.0,174.746,0.0,12.0,163.4945
809,809,2025/03/25 05:20:08,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,8.0,174.746,0.0,12.0,163.4945
810,810,2025/03/25 05:20:27,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,0.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,0.0,174.746,0.0,12.0,163.4945
811,811,2025/03/25 05:20:46,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,1.0,174.746,0.0,12.0,163.4945
812,812,2025/03/25 05:21:05,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,2.0,174.746,0.0,12.0,163.4945
813,813,2025/03/25 05:21:23,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,3.0,174.746,0.0,12.0,163.4945
814,814,2025/03/25 05:21:42,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,4.0,174.746,0.0,12.0,163.4945
815,815,2025/03/25 05:22:02,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,5.0,174.746,0.0,12.0,163.4945
816,816,2025/03/25 05:22:20,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,6.0,174.746,0.0,12.0,163.4945
817,817,2025/03/25 05:22:39,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,7.0,174.746,0.0,12.0,163.4945
818,818,2025/03/25 05:22:59,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,8.0,174.746,0.0,12.0,163.4945
819,819,2025/03/25 05:23:17,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,0.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,0.0,174.746,0.0,12.0,163.4945
820,820,2025/03/25 05:23:36,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,1.0,174.746,0.0,12.0,163.4945
821,821,2025/03/25 05:23:54,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,2.0,174.746,0.0,12.0,163.4945
822,822,2025/03/25 05:24:13,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,3.0,174.746,0.0,12.0,163.4945
823,823,2025/03/25 05:24:32,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,4.0,174.746,0.0,12.0,163.4945
824,824,2025/03/25 05:24:50,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,5.0,174.746,0.0,12.0,163.4945
825,825,2025/03/25 05:25:09,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,6.0,174.746,0.0,12.0,163.4945
826,826,2025/03/25 05:25:28,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,7.0,174.746,0.0,12.0,163.4945
827,827,2025/03/25 05:25:46,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,8.0,174.746,0.0,12.0,163.4945
828,828,2025/03/25 05:26:06,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,0.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,0.0,174.746,0.0,12.0,163.4945
829,829,2025/03/25 05:26:24,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,1.0,174.746,0.0,12.0,163.4945
830,830,2025/03/25 05:26:43,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,2.0,174.746,0.0,12.0,163.4945
831,831,2025/03/25 05:27:02,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,3.0,174.746,0.0,12.0,163.4945
832,832,2025/03/25 05:27:21,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,4.0,174.746,0.0,12.0,163.4945
833,833,2025/03/25 05:27:39,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,5.0,174.746,0.0,12.0,163.4945
834,834,2025/03/25 05:27:58,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,6.0,174.746,0.0,12.0,163.4945
835,835,2025/03/25 05:28:17,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,7.0,174.746,0.0,12.0,163.4945
836,836,2025/03/25 05:28:36,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,8.0,174.746,0.0,12.0,163.4945
837,837,2025/03/25 05:28:56,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,0.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,0.0,174.746,0.0,12.0,163.4945
838,838,2025/03/25 05:29:15,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,1.0,174.746,0.0,12.0,163.4945
839,839,2025/03/25 05:29:33,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,2.0,174.746,0.0,12.0,163.4945
840,840,2025/03/25 05:29:52,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,3.0,174.746,0.0,12.0,163.4945
841,841,2025/03/25 05:30:11,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,4.0,174.746,0.0,12.0,163.4945
842,842,2025/03/25 05:30:30,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,5.0,174.746,0.0,12.0,163.4945
843,843,2025/03/25 05:30:50,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,6.0,174.746,0.0,12.0,163.4945
844,844,2025/03/25 05:31:11,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,7.0,174.746,0.0,12.0,163.4945
845,845,2025/03/25 05:31:29,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,8.0,174.746,0.0,12.0,163.4945
846,846,2025/03/25 05:31:48,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,0.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,0.0,174.746,0.0,12.0,163.4945
847,847,2025/03/25 05:32:07,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,1.0,174.746,0.0,12.0,163.4945
848,848,2025/03/25 05:32:26,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,2.0,174.746,0.0,12.0,163.4945
849,849,2025/03/25 05:32:44,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,3.0,174.746,0.0,12.0,163.4945
850,850,2025/03/25 05:33:03,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,4.0,174.746,0.0,12.0,163.4945
851,851,2025/03/25 05:33:22,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,5.0,174.746,0.0,12.0,163.4945
852,852,2025/03/25 05:33:41,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,6.0,174.746,0.0,12.0,163.4945
853,853,2025/03/25 05:34:00,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,7.0,174.746,0.0,12.0,163.4945
854,854,2025/03/25 05:34:19,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,8.0,174.746,0.0,12.0,163.4945
855,855,2025/03/25 05:34:39,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,0.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,0.0,174.746,0.0,12.0,163.4945
856,856,2025/03/25 05:34:57,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,1.0,174.746,0.0,12.0,163.4945
857,857,2025/03/25 05:35:16,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,2.0,174.746,0.0,12.0,163.4945
858,858,2025/03/25 05:35:35,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,3.0,174.746,0.0,12.0,163.4945
859,859,2025/03/25 05:35:54,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,4.0,174.746,0.0,12.0,163.4945
860,860,2025/03/25 05:36:12,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,5.0,174.746,0.0,12.0,163.4945
861,861,2025/03/25 05:36:30,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,6.0,174.746,0.0,12.0,163.4945
862,862,2025/03/25 05:36:48,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,7.0,174.746,0.0,12.0,163.4945
863,863,2025/03/25 05:37:07,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,8.0,174.746,0.0,12.0,163.4945
864,864,2025/03/25 05:37:25,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,0.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,0.0,174.746,0.0,12.0,163.4945
865,865,2025/03/25 05:37:43,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,1.0,174.746,0.0,12.0,163.4945
866,866,2025/03/25 05:38:01,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,2.0,174.746,0.0,12.0,163.4945
867,867,2025/03/25 05:38:19,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,3.0,174.746,0.0,12.0,163.4945
868,868,2025/03/25 05:38:37,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,4.0,174.746,0.0,12.0,163.4945
869,869,2025/03/25 05:38:55,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,5.0,174.746,0.0,12.0,163.4945
870,870,2025/03/25 05:39:14,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,6.0,174.746,0.0,12.0,163.4945
871,871,2025/03/25 05:39:32,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,7.0,174.746,0.0,12.0,163.4945
872,872,2025/03/25 05:39:50,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,8.0,174.746,0.0,12.0,163.4945
873,873,2025/03/25 05:40:08,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,0.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,0.0,174.746,0.0,12.0,163.4945
874,874,2025/03/25 05:40:26,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,1.0,174.746,0.0,12.0,163.4945
875,875,2025/03/25 05:40:44,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,2.0,174.746,0.0,12.0,163.4945
876,876,2025/03/25 05:41:02,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,3.0,174.746,0.0,12.0,163.4945
877,877,2025/03/25 05:41:21,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,4.0,174.746,0.0,12.0,163.4945
878,878,2025/03/25 05:41:39,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,2.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,5.0,174.746,0.0,12.0,163.4945
879,879,2025/03/25 05:41:57,93.0,10.0,200.0,1.0,100.0,30.0,18.0,0,22.0,100.0,2.1,590.0,14.0,30.0,5.0,0.0,28.0,0.0,1.0,0.0,0.0,8.64,0.975,228.2,14.0,35.0,b'250316_dmd0_iterative_compensation_pinning.pkl',10.0,773.0,6.0,174.746,0.0,12.0,163.4945
