shot_idx,shot_serial,shot_start_time,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalLatticeVariables2.UnloadLatticeDMD1Power,LocalVariables.DMDID,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.LoadWithDmd1InitialPower,LocalVariables.XbarFrequency,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,LocalVariables.ImagingBlowOutID,LocalVariables.ScanID4,LocalVariables.ShotTypeID,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalPulseVariables2.LatticeMicrowaveFrequency,LocalVariables.DMDID2,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime
128,128,2025/03/23 19:50:56,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,2.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
129,129,2025/03/23 19:51:15,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,3.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
130,130,2025/03/23 19:51:33,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,4.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
131,131,2025/03/23 19:51:52,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,5.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
132,132,2025/03/23 19:52:11,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,6.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
133,133,2025/03/23 19:52:30,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,7.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
134,134,2025/03/23 19:52:48,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,8.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
135,135,2025/03/23 19:53:07,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,0.0,0.0,0.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
136,136,2025/03/23 19:53:26,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,1.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
137,137,2025/03/23 19:53:44,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,2.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
138,138,2025/03/23 19:54:03,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,3.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
139,139,2025/03/23 19:54:21,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,4.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
140,140,2025/03/23 19:54:40,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,5.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
141,141,2025/03/23 19:54:59,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,6.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
142,142,2025/03/23 19:55:18,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,7.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
143,143,2025/03/23 19:55:36,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,8.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
144,144,2025/03/23 19:55:56,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,0.0,0.0,0.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
145,145,2025/03/23 19:56:15,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,1.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
146,146,2025/03/23 19:56:33,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,2.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
147,147,2025/03/23 19:56:53,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,3.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
148,148,2025/03/23 19:57:12,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,4.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
149,149,2025/03/23 19:57:30,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,5.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
150,150,2025/03/23 19:57:49,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,6.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
151,151,2025/03/23 19:58:08,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,7.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
152,152,2025/03/23 19:58:26,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,8.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
153,153,2025/03/23 19:58:45,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,0.0,0.0,0.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
154,154,2025/03/23 19:59:03,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,1.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
155,155,2025/03/23 19:59:22,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,2.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
156,156,2025/03/23 19:59:41,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,3.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
157,157,2025/03/23 19:59:59,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,4.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
158,158,2025/03/23 20:00:18,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,5.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
159,159,2025/03/23 20:00:36,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,6.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
160,160,2025/03/23 20:00:55,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,7.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
161,161,2025/03/23 20:01:13,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,8.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
162,162,2025/03/23 20:01:32,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,0.0,0.0,0.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
163,163,2025/03/23 20:01:51,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,1.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
164,164,2025/03/23 20:02:09,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,2.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
165,165,2025/03/23 20:02:28,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,3.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
166,166,2025/03/23 20:02:46,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,4.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
167,167,2025/03/23 20:03:05,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,5.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
168,168,2025/03/23 20:03:23,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,6.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
169,169,2025/03/23 20:03:42,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,7.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
170,170,2025/03/23 20:04:00,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,8.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
171,171,2025/03/23 20:04:19,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,0.0,0.0,0.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
172,172,2025/03/23 20:04:37,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,1.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
173,173,2025/03/23 20:04:56,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,2.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
174,174,2025/03/23 20:05:14,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,3.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
175,175,2025/03/23 20:05:33,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,4.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
176,176,2025/03/23 20:05:52,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,5.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
177,177,2025/03/23 20:06:10,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,6.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
178,178,2025/03/23 20:06:29,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,7.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
179,179,2025/03/23 20:06:48,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,8.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
180,180,2025/03/23 20:07:06,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,0.0,0.0,0.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
181,181,2025/03/23 20:07:25,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,1.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
182,182,2025/03/23 20:07:44,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,2.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
183,183,2025/03/23 20:08:02,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,3.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
184,184,2025/03/23 20:08:21,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,4.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
185,185,2025/03/23 20:08:39,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,5.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
186,186,2025/03/23 20:08:58,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,6.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
187,187,2025/03/23 20:09:16,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,7.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
188,188,2025/03/23 20:09:35,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,8.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
189,189,2025/03/23 20:09:54,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,0.0,0.0,0.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
190,190,2025/03/23 20:10:12,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,1.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
191,191,2025/03/23 20:10:31,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,2.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
192,192,2025/03/23 20:10:49,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,3.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
193,193,2025/03/23 20:11:08,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,4.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
194,194,2025/03/23 20:11:27,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,5.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
195,195,2025/03/23 20:11:46,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,6.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
196,196,2025/03/23 20:12:04,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,7.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
197,197,2025/03/23 20:12:23,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,8.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
198,198,2025/03/23 20:12:41,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,0.0,0.0,0.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
199,199,2025/03/23 20:13:00,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,1.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
200,200,2025/03/23 20:13:19,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,2.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
201,201,2025/03/23 20:13:38,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,2.0,0.0,3.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
202,202,2025/03/23 20:13:56,22.0,10.0,163.4945,14.0,10.0,1.8,93.0,5.0,14.0,0.0,1.0,b'250316_dmd0_iterative_compensation_pinning.pkl',12.0,773.0,8.64,30.0,100.0,0,174.746,100.0,1.0,0.0,4.0,0.975,35.0,30.0,18.0,200.0,28.0,590.0,228.2,0.0,0.0,0.0
